timestamp,level,service,environment,message,response_time_ms,status_code,user_id,request_id,memory_usage_mb,cpu_usage_percent,thread_count
2025-07-11T21:09:12.349494Z,INFO,auth-service,production,Processing request 2582,438.4,201,user_304,req_527712,160.0,83.8,32
2025-08-26T14:09:14.358016Z,INFO,auth-service,production,Processing request 7747,206.1,502,user_848,req_962685,1645.2,83.2,15
2025-08-15T05:01:39.532585Z,DEBUG,payment-service,development,Processing request 1618,418.2,504,user_10,req_588443,715.9,21.7,29
2025-06-30T02:36:08.202249Z,ERROR,user-service,production,Processing request 7570,449.7,200,user_891,req_938631,733.6,46.9,45
2025-08-09T23:58:13.769467Z,DEBUG,user-service,production,Processing request 5243,1817.6,404,user_235,req_546709,1961.7,11.0,49
2025-08-19T12:54:41.387496Z,ERROR,payment-service,development,Processing request 3102,1865.4,503,user_473,req_519858,1684.8,70.4,7
2025-09-06T06:45:39.031755Z,FATAL,user-service,production,Processing request 3284,421.2,500,user_370,req_292665,1521.2,57.9,47
2025-07-29T01:43:14.613696Z,ERROR,payment-service,production,Processing request 7592,243.5,500,user_499,req_613067,492.4,40.1,31
2025-07-23T17:12:42.246942Z,DEBUG,product-service,development,Processing request 3145,537.8,404,user_363,req_851027,1127.4,85.0,17
2025-07-24T20:48:46.430539Z,ERROR,product-service,production,Processing request 6452,1693.9,504,user_825,req_412784,671.3,32.9,19
2025-08-13T00:36:19.741797Z,ERROR,product-service,staging,Processing request 9673,791.9,400,user_840,req_450033,737.4,65.7,27
2025-08-31T06:38:16.134049Z,WARN,payment-service,staging,Processing request 8650,109.5,504,user_857,req_868247,355.2,88.9,41
2025-07-03T11:51:03.217643Z,WARN,notification-service,staging,Processing request 8270,471.2,403,user_709,req_104230,635.9,65.7,43
2025-08-04T04:24:21.635304Z,ERROR,user-service,production,Processing request 3985,859.9,502,user_887,req_699554,1194.0,41.8,49
2025-09-08T23:38:50.531587Z,DEBUG,notification-service,production,Processing request 7079,884.2,401,user_588,req_982303,1112.5,15.4,11
2025-08-09T17:04:39.600733Z,DEBUG,payment-service,development,Processing request 1878,1204.0,400,user_47,req_939783,603.7,18.9,6
2025-08-27T12:52:00.393875Z,INFO,product-service,staging,Processing request 2326,984.4,502,user_568,req_668100,1616.1,32.2,33
2025-09-04T22:20:44.665717Z,WARN,product-service,production,Processing request 1505,1052.8,500,user_496,req_168007,1552.6,41.9,8
2025-08-12T05:33:04.945005Z,INFO,auth-service,development,Processing request 7828,1085.6,401,user_490,req_620110,1312.5,79.8,49
2025-09-03T05:30:33.926122Z,DEBUG,user-service,staging,Processing request 5470,1334.2,503,user_400,req_405337,704.6,59.4,23
2025-06-27T01:38:26.528407Z,ERROR,notification-service,development,Processing request 6492,1236.8,201,user_966,req_708739,857.8,57.2,19
2025-08-12T02:58:53.325683Z,DEBUG,payment-service,staging,Processing request 2325,1473.9,502,user_137,req_562195,1256.7,93.4,26
2025-08-18T07:47:48.698926Z,INFO,user-service,production,Processing request 3310,1408.9,503,user_800,req_571516,999.9,33.6,19
2025-08-06T08:01:20.024306Z,INFO,product-service,development,Processing request 9231,1191.6,504,user_301,req_458004,1214.4,74.4,36
2025-08-14T10:45:50.032232Z,DEBUG,user-service,development,Processing request 9250,377.7,504,user_854,req_406512,1610.2,72.0,15
2025-07-26T00:09:34.685800Z,ERROR,product-service,production,Processing request 8339,678.8,404,user_221,req_148307,1583.9,91.6,10
2025-07-30T20:35:56.370753Z,WARN,user-service,staging,Processing request 4241,474.0,504,user_946,req_616154,707.6,84.2,44
2025-07-22T00:47:10.533958Z,FATAL,notification-service,production,Processing request 5280,1197.9,500,user_409,req_668828,1990.9,24.6,50
2025-07-13T17:25:11.000877Z,WARN,auth-service,development,Processing request 7447,37.5,400,user_249,req_545692,1314.7,92.5,25
2025-07-15T14:01:36.174058Z,ERROR,payment-service,staging,Processing request 7797,984.0,201,user_602,req_895639,1756.0,34.3,24
2025-08-17T07:46:23.132499Z,ERROR,payment-service,staging,Processing request 8525,715.5,503,user_424,req_677054,1662.1,23.6,10
2025-06-27T18:31:35.563143Z,ERROR,product-service,staging,Processing request 1141,1732.7,201,user_886,req_697253,1606.2,21.9,16
2025-08-17T02:15:17.157377Z,DEBUG,auth-service,development,Processing request 3057,1575.0,400,user_245,req_949994,1804.4,66.5,50
2025-08-24T06:41:03.619311Z,ERROR,user-service,development,Processing request 4856,1668.3,503,user_852,req_538019,777.2,75.2,45
2025-08-07T08:52:35.459089Z,ERROR,payment-service,production,Processing request 5538,961.3,201,user_587,req_816610,435.3,93.1,12
2025-09-12T15:03:11.006812Z,INFO,user-service,production,Processing request 6307,869.2,500,user_65,req_580857,1669.6,59.6,18
2025-07-04T21:38:44.299441Z,INFO,payment-service,staging,Processing request 2062,571.8,502,user_688,req_313739,751.7,14.6,11
2025-07-06T04:35:27.251507Z,ERROR,payment-service,staging,Processing request 3063,550.5,403,user_944,req_655547,1927.5,45.7,37
2025-07-20T16:48:56.675397Z,WARN,auth-service,staging,Processing request 8164,1999.4,504,user_698,req_379074,207.4,43.1,16
2025-08-15T14:15:20.793732Z,INFO,payment-service,development,Processing request 8362,1597.5,401,user_324,req_680608,322.2,67.5,46
2025-09-10T18:03:59.851388Z,ERROR,notification-service,production,Processing request 6433,1302.1,504,user_748,req_783591,1868.4,64.2,7
2025-08-23T07:19:37.662833Z,FATAL,user-service,production,Processing request 1542,202.1,500,user_354,req_588528,632.9,77.1,43
2025-07-09T23:21:22.166641Z,FATAL,payment-service,staging,Processing request 5574,929.1,503,user_146,req_666412,857.1,56.3,25
2025-08-25T08:52:21.670624Z,FATAL,notification-service,staging,Processing request 5847,1143.3,500,user_27,req_570720,1201.4,25.5,35
2025-08-15T01:56:28.754240Z,ERROR,notification-service,staging,Processing request 5079,1247.0,403,user_574,req_351561,823.7,66.3,44
2025-08-28T23:46:53.396492Z,ERROR,user-service,production,Processing request 2561,1887.4,404,user_701,req_624147,639.4,66.9,48
2025-07-25T14:14:04.875356Z,ERROR,product-service,development,Processing request 7294,1048.6,500,user_268,req_548119,698.8,48.3,5
2025-06-27T00:05:21.339007Z,WARN,product-service,production,Processing request 2024,768.1,502,user_438,req_618306,1588.7,29.3,44
2025-07-18T19:07:43.992044Z,FATAL,auth-service,development,Processing request 7409,1716.1,403,user_547,req_208223,560.1,75.9,12
2025-07-23T18:53:17.446894Z,DEBUG,auth-service,development,Processing request 4560,301.5,504,user_845,req_890076,511.7,75.1,14
2025-08-27T17:53:32.073747Z,DEBUG,auth-service,production,Processing request 1952,216.9,502,user_944,req_899781,1309.5,81.5,28
2025-06-29T21:00:11.027089Z,DEBUG,user-service,production,Processing request 6998,1046.8,502,user_589,req_714084,1417.7,18.6,12
2025-07-20T12:09:12.997963Z,DEBUG,payment-service,staging,Processing request 6094,416.4,403,user_637,req_487656,555.9,27.3,49
2025-08-23T22:20:11.907294Z,FATAL,user-service,production,Processing request 8032,80.3,504,user_502,req_327786,1658.0,91.4,13
2025-08-31T20:13:21.171564Z,ERROR,payment-service,development,Processing request 9321,32.6,200,user_743,req_728225,1082.5,20.3,28
2025-08-07T06:16:22.561212Z,ERROR,notification-service,development,Processing request 8251,1290.8,500,user_487,req_434417,1386.7,67.7,20
2025-09-07T10:56:28.809766Z,ERROR,product-service,staging,Processing request 7832,816.5,400,user_617,req_323321,1296.0,31.9,10
2025-07-04T03:04:40.442439Z,WARN,user-service,production,Processing request 5643,624.8,500,user_914,req_791984,658.0,59.6,47
2025-08-15T09:06:27.610578Z,INFO,auth-service,development,Processing request 9777,626.1,502,user_837,req_923744,255.2,93.3,15
2025-07-26T15:33:15.661639Z,WARN,auth-service,production,Processing request 5634,590.0,201,user_452,req_638976,1506.3,83.5,33
2025-09-02T09:34:54.854963Z,INFO,notification-service,development,Processing request 9161,1260.3,500,user_599,req_627943,1992.6,10.4,12
2025-07-24T07:35:13.468340Z,INFO,payment-service,staging,Processing request 9550,1949.9,400,user_153,req_915156,1886.2,17.3,43
2025-06-30T15:47:18.522861Z,DEBUG,payment-service,staging,Processing request 7948,1537.7,504,user_893,req_874574,528.6,42.9,39
2025-08-01T09:01:07.572805Z,ERROR,auth-service,production,Processing request 1656,1872.2,403,user_990,req_345203,172.1,28.3,21
2025-07-11T08:33:08.440982Z,INFO,auth-service,development,Processing request 4121,885.6,504,user_516,req_689649,128.2,55.9,27
2025-07-15T01:07:17.515055Z,WARN,product-service,production,Processing request 7643,1726.5,500,user_832,req_958144,1566.4,55.0,21
2025-07-29T22:00:52.061490Z,ERROR,payment-service,development,Processing request 2943,1144.6,404,user_78,req_361543,1095.1,76.6,28
2025-07-14T18:04:35.981139Z,FATAL,payment-service,development,Processing request 5263,1494.3,500,user_345,req_422797,612.4,61.3,25
2025-09-04T09:41:18.023791Z,INFO,auth-service,staging,Processing request 6019,261.7,503,user_673,req_503136,210.8,84.6,49
2025-08-19T03:52:45.809612Z,FATAL,product-service,development,Processing request 1381,361.3,500,user_43,req_854700,1773.0,77.6,46
2025-08-03T18:04:11.877703Z,FATAL,auth-service,production,Processing request 6279,1592.1,503,user_960,req_241296,504.2,53.3,15
2025-07-22T18:55:15.524590Z,DEBUG,user-service,production,Processing request 1749,614.9,502,user_561,req_705013,455.1,40.5,20
2025-09-02T20:55:36.582309Z,INFO,payment-service,development,Processing request 4008,1444.4,404,user_926,req_942150,1254.2,88.2,49
2025-09-09T08:58:34.934978Z,ERROR,notification-service,development,Processing request 2006,166.9,503,user_425,req_345648,1853.8,34.9,42
2025-08-05T13:55:25.916725Z,ERROR,notification-service,staging,Processing request 2762,330.1,201,user_182,req_610912,1679.6,42.6,46
2025-09-23T04:19:39.254896Z,INFO,auth-service,production,Processing request 8502,164.0,400,user_215,req_708749,1876.7,71.6,9
2025-08-01T11:42:20.293650Z,ERROR,auth-service,production,Processing request 9887,1937.3,404,user_640,req_785548,835.6,16.7,27
2025-07-15T20:46:29.997443Z,WARN,payment-service,development,Processing request 5194,251.4,200,user_39,req_666133,1706.1,41.2,7
2025-07-12T18:29:05.243665Z,INFO,user-service,production,Processing request 8398,78.6,504,user_379,req_500241,1451.4,74.4,44
2025-09-13T18:50:27.072324Z,DEBUG,auth-service,staging,Processing request 5674,756.8,403,user_826,req_501242,1539.7,18.3,21
2025-09-17T18:03:23.058267Z,WARN,notification-service,production,Processing request 8765,1580.5,504,user_26,req_755560,1893.6,43.1,39
2025-07-25T00:41:12.465534Z,DEBUG,auth-service,staging,Processing request 7342,769.6,502,user_409,req_122675,1995.8,84.3,17
2025-07-19T15:33:38.006268Z,ERROR,product-service,production,Processing request 7290,1106.8,502,user_882,req_609630,339.7,28.3,21
2025-08-07T00:00:53.928386Z,DEBUG,user-service,staging,Processing request 2636,971.9,504,user_164,req_737340,889.0,81.0,13
2025-07-21T10:28:49.677524Z,DEBUG,notification-service,development,Processing request 7145,583.6,404,user_96,req_114078,1883.7,65.5,40
2025-07-05T00:14:09.979055Z,INFO,product-service,development,Processing request 6078,180.3,404,user_99,req_451361,1420.3,40.0,48
2025-07-28T16:35:43.869510Z,DEBUG,auth-service,production,Processing request 3896,1266.2,500,user_436,req_725963,179.5,22.5,18
2025-09-23T06:46:41.092942Z,WARN,auth-service,development,Processing request 9405,1145.0,403,user_530,req_572882,529.8,37.1,15
2025-06-28T04:06:18.696133Z,FATAL,auth-service,staging,Processing request 2409,320.8,504,user_877,req_432732,941.6,89.1,37
2025-08-12T04:31:02.217242Z,DEBUG,auth-service,production,Processing request 1097,45.9,403,user_234,req_706810,792.8,73.8,34
2025-07-18T10:15:53.588905Z,DEBUG,notification-service,development,Processing request 6487,1277.9,200,user_700,req_626650,1637.6,85.1,15
2025-08-25T11:54:32.672182Z,FATAL,payment-service,staging,Processing request 4333,1550.9,500,user_361,req_237519,1198.2,76.7,44
2025-07-09T23:29:49.745222Z,DEBUG,notification-service,staging,Processing request 5094,1703.8,200,user_556,req_676587,1560.8,23.3,45
2025-09-01T04:17:54.812998Z,ERROR,notification-service,production,Processing request 1012,370.1,503,user_75,req_418306,1446.4,22.2,48
2025-08-15T07:29:06.291077Z,FATAL,notification-service,staging,Processing request 7045,1154.8,502,user_148,req_687612,1692.3,20.3,11
2025-08-24T08:25:39.489711Z,INFO,payment-service,development,Processing request 4887,48.9,400,user_438,req_622492,1393.6,28.4,10
2025-07-13T21:19:49.450000Z,FATAL,payment-service,development,Processing request 7830,1270.1,500,user_751,req_883027,279.1,32.0,17
2025-08-24T07:05:31.577396Z,FATAL,product-service,development,Processing request 5446,1343.9,502,user_523,req_913918,657.0,44.9,43
2025-08-02T04:53:52.939728Z,INFO,auth-service,production,Processing request 3715,328.7,502,user_337,req_928828,188.9,37.1,9
2025-09-24T02:20:01.897525Z,DEBUG,payment-service,staging,Processing request 6388,203.9,503,user_321,req_319889,1989.5,86.3,37
2025-08-17T06:02:11.128313Z,DEBUG,user-service,staging,Processing request 1137,909.0,401,user_118,req_596886,765.8,63.7,44
2025-07-18T20:54:32.252431Z,DEBUG,product-service,production,Processing request 6547,1334.0,502,user_944,req_228894,1296.5,89.8,33
2025-07-11T10:47:36.705536Z,ERROR,notification-service,staging,Processing request 3076,102.6,200,user_654,req_272508,1312.8,56.8,24
2025-08-15T07:22:48.664299Z,INFO,notification-service,development,Processing request 4216,428.2,404,user_646,req_861714,1381.4,25.3,25
2025-07-12T17:43:21.548288Z,ERROR,auth-service,development,Processing request 6671,1026.0,504,user_259,req_975787,264.5,69.6,30
2025-07-22T23:18:56.786528Z,ERROR,payment-service,staging,Processing request 2690,581.6,403,user_13,req_603119,1097.4,93.6,19
2025-08-03T01:59:00.464671Z,WARN,user-service,production,Processing request 3239,10.9,404,user_836,req_559862,677.8,87.4,29
2025-07-07T22:33:27.831860Z,INFO,product-service,production,Processing request 7078,1118.7,200,user_745,req_663282,377.2,71.4,45
2025-07-29T16:39:20.024092Z,ERROR,auth-service,development,Processing request 3042,1418.6,201,user_614,req_436321,629.0,53.8,19
2025-09-03T17:07:21.897892Z,ERROR,product-service,staging,Processing request 7229,1809.5,504,user_335,req_691767,573.1,94.8,37
2025-08-13T18:47:41.034583Z,WARN,user-service,production,Processing request 2273,1256.2,400,user_780,req_191540,1758.7,17.0,39
2025-09-06T15:32:00.068065Z,WARN,product-service,production,Processing request 6470,231.3,403,user_128,req_704531,1512.3,72.5,25
2025-07-14T17:30:02.832481Z,WARN,auth-service,production,Processing request 5170,1182.2,500,user_287,req_893117,1051.0,14.1,26
2025-08-21T04:13:45.942478Z,DEBUG,payment-service,development,Processing request 9163,1544.8,400,user_852,req_937662,599.4,80.8,5
2025-09-01T03:44:15.926058Z,INFO,notification-service,production,Processing request 2825,1649.9,401,user_5,req_510757,955.4,27.7,35
2025-08-12T06:14:29.681044Z,DEBUG,product-service,staging,Processing request 9075,1730.5,403,user_298,req_916930,1695.5,63.4,37
2025-07-06T09:13:38.809587Z,DEBUG,payment-service,production,Processing request 6585,499.7,401,user_421,req_517091,1133.2,65.9,30
2025-07-24T00:12:09.771192Z,WARN,payment-service,production,Processing request 1353,292.1,500,user_992,req_786244,1401.9,63.5,48
2025-09-20T02:49:55.330193Z,INFO,user-service,production,Processing request 5972,1712.7,504,user_140,req_405105,970.7,72.3,46
2025-07-02T00:24:48.722182Z,FATAL,payment-service,production,Processing request 9292,567.6,503,user_843,req_204279,419.9,94.0,10
2025-09-21T20:38:54.543136Z,FATAL,auth-service,production,Processing request 5994,374.8,403,user_497,req_198203,435.2,27.9,16
2025-07-02T11:50:41.987157Z,INFO,auth-service,staging,Processing request 6673,1681.1,403,user_992,req_749396,682.7,43.1,15
2025-08-01T01:14:02.984632Z,ERROR,product-service,development,Processing request 8510,1815.4,200,user_658,req_868447,1365.4,89.8,40
2025-08-09T02:39:14.871771Z,INFO,notification-service,production,Processing request 1563,523.3,403,user_184,req_617276,303.6,41.5,41
2025-08-02T19:49:08.770082Z,ERROR,auth-service,staging,Processing request 7025,1237.8,201,user_64,req_977901,1617.6,26.8,26
2025-08-08T07:22:11.657887Z,WARN,payment-service,development,Processing request 7042,316.9,502,user_238,req_769406,338.8,46.9,34
2025-07-12T10:08:16.799798Z,INFO,product-service,production,Processing request 6578,1327.8,400,user_731,req_293936,189.6,30.3,25
2025-08-12T13:20:50.848544Z,DEBUG,payment-service,staging,Processing request 8725,1597.2,404,user_74,req_685809,930.7,68.6,42
2025-07-07T05:13:34.743557Z,FATAL,product-service,staging,Processing request 9489,190.4,201,user_983,req_630448,1072.9,26.1,46
2025-08-23T15:51:08.362922Z,FATAL,auth-service,staging,Processing request 8595,67.1,401,user_153,req_366262,803.0,50.9,11
2025-07-04T23:09:02.641952Z,ERROR,payment-service,staging,Processing request 8622,1482.9,504,user_561,req_436282,1142.2,55.4,36
2025-07-17T02:16:46.089614Z,ERROR,product-service,staging,Processing request 4105,1840.3,403,user_153,req_316246,319.2,27.8,33
2025-09-02T21:06:37.317435Z,INFO,notification-service,staging,Processing request 2797,35.4,400,user_906,req_420194,1146.5,34.8,34
2025-07-03T03:51:29.459228Z,FATAL,notification-service,development,Processing request 1458,1267.0,503,user_56,req_962862,1799.2,14.0,12
2025-09-18T05:41:34.502771Z,DEBUG,payment-service,staging,Processing request 2926,402.3,403,user_597,req_246108,382.7,72.6,36
2025-08-25T13:10:33.018715Z,ERROR,payment-service,production,Processing request 8080,241.6,401,user_39,req_604683,338.6,31.6,45
2025-09-04T22:54:11.616547Z,DEBUG,payment-service,staging,Processing request 3653,458.7,500,user_989,req_606847,1693.6,90.9,42
2025-08-04T03:12:56.023852Z,WARN,user-service,production,Processing request 9637,168.0,502,user_422,req_760111,1627.9,46.4,46
2025-07-05T11:05:48.305359Z,ERROR,product-service,staging,Processing request 7659,10.5,404,user_888,req_730827,683.8,40.7,24
2025-07-05T01:07:58.174583Z,WARN,auth-service,staging,Processing request 7657,1716.9,504,user_300,req_409587,1752.0,79.3,24
2025-08-18T07:13:45.375926Z,DEBUG,product-service,production,Processing request 1059,605.8,503,user_715,req_690720,286.0,14.1,19
2025-07-31T12:25:11.405065Z,FATAL,user-service,development,Processing request 3451,1471.8,201,user_77,req_888702,1460.4,66.4,44
2025-08-31T09:41:50.749372Z,INFO,payment-service,production,Processing request 7640,1420.9,200,user_892,req_264927,316.7,40.2,12
2025-09-17T16:45:55.477218Z,INFO,payment-service,staging,Processing request 3337,1853.0,201,user_134,req_691696,198.2,27.6,42
2025-08-20T15:18:13.995436Z,FATAL,user-service,staging,Processing request 6985,1274.9,404,user_405,req_834182,954.9,76.1,37
2025-08-19T04:43:24.585180Z,FATAL,auth-service,development,Processing request 4776,583.6,500,user_844,req_521876,1935.8,87.1,24
2025-07-11T05:02:03.675394Z,ERROR,payment-service,production,Processing request 8804,608.0,503,user_181,req_164670,786.7,59.8,50
2025-07-15T15:14:28.300119Z,DEBUG,payment-service,production,Processing request 6884,1701.6,401,user_58,req_942155,201.5,63.4,41
2025-07-15T12:03:31.855279Z,WARN,product-service,development,Processing request 5017,1493.1,404,user_52,req_287118,330.9,73.8,28
2025-07-29T17:49:51.900736Z,WARN,user-service,production,Processing request 3836,11.4,503,user_91,req_849475,679.8,41.4,22
2025-09-01T00:13:34.904214Z,DEBUG,payment-service,development,Processing request 2971,365.6,500,user_19,req_831965,214.8,80.3,23
2025-06-30T13:31:06.698903Z,FATAL,auth-service,development,Processing request 7494,1163.6,502,user_455,req_868824,1258.3,36.9,5
2025-09-10T12:08:36.790229Z,INFO,notification-service,staging,Processing request 6945,1359.0,504,user_790,req_479290,1920.5,14.7,21
2025-08-20T05:21:39.688777Z,INFO,user-service,production,Processing request 9924,1351.3,503,user_96,req_471398,1887.3,20.5,9
2025-08-25T12:53:17.766274Z,ERROR,user-service,development,Processing request 1392,463.8,201,user_992,req_183779,317.1,11.2,7
2025-09-21T17:13:56.003100Z,INFO,payment-service,staging,Processing request 2814,1011.1,404,user_173,req_836015,1095.3,48.9,11
2025-07-14T07:32:58.186292Z,INFO,payment-service,production,Processing request 6488,1969.7,404,user_883,req_581435,385.9,11.6,44
2025-08-08T00:56:39.325745Z,FATAL,notification-service,staging,Processing request 8517,1000.5,404,user_582,req_651617,296.4,60.8,41
2025-09-24T03:50:34.129497Z,FATAL,user-service,production,Processing request 7929,1816.1,502,user_682,req_875772,530.6,29.9,22
2025-09-21T08:08:14.799293Z,FATAL,auth-service,production,Processing request 1202,316.8,502,user_184,req_276549,401.1,48.8,23
2025-06-28T11:04:49.358800Z,WARN,notification-service,production,Processing request 1457,652.2,400,user_205,req_648370,450.8,85.7,47
2025-07-23T16:21:25.385365Z,ERROR,auth-service,production,Processing request 6843,28.0,201,user_66,req_891374,1810.3,75.5,16
2025-07-31T04:05:52.667859Z,WARN,notification-service,production,Processing request 8555,348.4,403,user_647,req_111734,1791.9,10.9,31
2025-07-23T16:12:56.679024Z,ERROR,notification-service,production,Processing request 6540,1140.8,500,user_112,req_963082,848.1,64.6,15
2025-09-22T06:59:16.493743Z,DEBUG,notification-service,staging,Processing request 6565,299.1,401,user_796,req_420873,1024.4,26.2,13
2025-09-03T17:43:23.819349Z,ERROR,product-service,production,Processing request 9982,1237.1,400,user_942,req_285786,1891.3,36.8,6
2025-09-06T14:56:58.926047Z,INFO,notification-service,staging,Processing request 3250,1250.1,500,user_935,req_837102,851.5,55.9,17
2025-07-09T16:22:14.219423Z,FATAL,payment-service,production,Processing request 9585,1366.2,404,user_252,req_162065,194.0,82.9,36
2025-07-19T19:55:54.088521Z,ERROR,payment-service,staging,Processing request 8255,1699.0,502,user_145,req_292739,1032.4,39.2,25
2025-09-14T13:08:58.553946Z,INFO,auth-service,production,Processing request 9545,605.7,500,user_246,req_456292,1398.7,36.5,48
2025-07-31T22:57:53.687205Z,ERROR,auth-service,production,Processing request 6920,1085.1,502,user_769,req_708183,1275.5,69.0,47
2025-06-26T09:55:19.105457Z,WARN,payment-service,development,Processing request 7275,1527.7,401,user_869,req_588409,328.5,73.8,19
2025-09-18T23:37:46.131060Z,WARN,product-service,production,Processing request 6421,394.7,401,user_912,req_247790,1055.8,70.6,35
2025-09-04T13:12:00.394027Z,ERROR,user-service,development,Processing request 6412,278.4,404,user_80,req_107194,159.0,85.7,31
2025-09-01T20:23:27.678685Z,FATAL,notification-service,production,Processing request 8872,1476.3,404,user_279,req_104218,1447.6,31.2,38
2025-09-14T12:06:09.898421Z,INFO,notification-service,development,Processing request 3283,454.1,503,user_851,req_661699,1437.8,72.9,29
2025-09-23T22:08:11.636424Z,WARN,notification-service,production,Processing request 3080,183.2,400,user_279,req_856736,823.4,59.2,41
2025-07-24T05:19:05.165735Z,FATAL,auth-service,development,Processing request 2572,368.1,404,user_242,req_806784,209.4,72.8,32
2025-08-10T06:58:50.125446Z,ERROR,notification-service,production,Processing request 9472,999.4,503,user_241,req_817437,1886.3,21.3,24
2025-09-12T17:47:58.245119Z,DEBUG,notification-service,staging,Processing request 2863,1442.0,401,user_216,req_827407,638.6,77.9,47
2025-07-28T17:47:35.877545Z,FATAL,auth-service,production,Processing request 7032,1112.1,500,user_809,req_441009,1157.2,92.8,9
2025-08-26T03:26:32.928215Z,FATAL,product-service,development,Processing request 7430,1037.1,200,user_871,req_938432,1541.6,64.8,18
2025-09-23T11:41:22.375161Z,DEBUG,auth-service,development,Processing request 9986,310.1,503,user_563,req_742550,933.3,37.8,9
2025-07-06T08:48:51.842291Z,WARN,notification-service,staging,Processing request 3463,1530.5,400,user_906,req_735172,389.9,16.8,21
2025-09-02T18:22:22.376267Z,FATAL,auth-service,development,Processing request 5051,1033.6,500,user_84,req_700352,154.3,76.7,9
2025-09-10T13:14:40.117169Z,WARN,payment-service,staging,Processing request 4044,934.2,503,user_472,req_648575,1169.1,11.3,45
2025-07-18T07:02:29.486074Z,ERROR,auth-service,production,Processing request 9633,399.2,404,user_662,req_927680,1055.4,40.9,13
2025-08-27T00:39:51.964509Z,ERROR,auth-service,staging,Processing request 6395,1615.5,201,user_866,req_379974,1623.3,19.1,5
2025-07-13T15:00:38.386408Z,FATAL,auth-service,development,Processing request 3405,1209.4,504,user_871,req_106266,121.1,73.9,45
2025-08-20T14:42:59.555317Z,FATAL,payment-service,development,Processing request 5625,1792.5,404,user_190,req_390051,489.7,62.4,6
2025-06-26T16:23:21.314480Z,ERROR,user-service,production,Processing request 9008,1975.3,504,user_492,req_207361,606.6,72.8,37
2025-06-26T14:41:09.431668Z,DEBUG,auth-service,production,Processing request 8139,1749.7,403,user_785,req_644079,175.9,35.2,17
2025-08-28T03:35:44.475785Z,INFO,product-service,staging,Processing request 8125,699.3,503,user_593,req_482985,570.6,13.0,38
2025-07-17T04:18:54.923469Z,INFO,product-service,staging,Processing request 6959,1769.5,503,user_895,req_550857,415.3,66.8,5
2025-09-04T06:25:11.611687Z,DEBUG,payment-service,development,Processing request 5757,405.4,200,user_941,req_152633,1108.4,83.0,32
2025-08-25T22:22:12.259728Z,DEBUG,auth-service,production,Processing request 7322,893.3,200,user_598,req_860422,1519.3,76.2,30
2025-08-16T09:00:20.145485Z,INFO,notification-service,development,Processing request 1259,864.7,404,user_774,req_591526,934.2,77.8,42
2025-09-01T21:09:19.222969Z,FATAL,payment-service,development,Processing request 2136,659.3,500,user_232,req_237332,1471.1,48.6,44
2025-06-30T21:52:21.831858Z,DEBUG,payment-service,staging,Processing request 7780,1806.1,404,user_606,req_313531,1608.1,14.6,22
2025-07-29T14:01:47.602881Z,FATAL,auth-service,production,Processing request 2751,135.5,400,user_637,req_822945,1291.3,76.0,30
2025-09-08T21:30:56.532714Z,WARN,auth-service,development,Processing request 9522,265.6,400,user_225,req_479429,326.2,11.5,40
