timestamp,sensor_id,sensor_type,location,value,unit,battery_level,signal_strength,device_status,alert_triggered,maintenance_due
2025-09-10T08:13:28.887690Z,SENSOR_7276,humidity,Factory_Floor_1,30.64,%,10.5,-61,offline,False,False
2025-09-05T03:53:32.887690Z,SENSOR_5093,light,Factory_Floor_1,650.4,lux,61.9,-37,offline,False,False
2025-08-19T06:28:31.887690Z,SENSOR_9124,humidity,Factory_Floor_2,75.06,%,26.9,-83,maintenance,False,False
2025-08-20T06:28:56.887690Z,SENSOR_6391,light,Factory_Floor_1,565.65,lux,91.3,-49,offline,False,False
2025-07-04T09:12:40.887690Z,SENSOR_9077,light,Office_Building,745.17,lux,31.1,-65,online,False,False
2025-07-01T11:54:17.887690Z,SENSOR_9831,pressure,Office_Building,1008.88,hPa,33.0,-58,maintenance,False,False
2025-06-29T00:27:02.887690Z,SENSOR_5029,air_quality,Warehouse_B,166.11,AQI,61.0,-31,offline,False,False
2025-09-03T01:24:23.887690Z,SENSOR_7595,motion,Data_Center,1.0,detected,82.5,-31,maintenance,False,False
2025-09-09T19:27:16.887690Z,SENSOR_9463,humidity,Office_Building,79.28,%,10.4,-62,online,False,False
2025-08-20T20:43:44.887690Z,SENSOR_2166,pressure,Factory_Floor_1,1020.99,hPa,81.0,-88,offline,False,False
2025-08-26T16:45:07.887690Z,SENSOR_8589,temperature,Factory_Floor_1,26.68,°C,18.8,-89,maintenance,False,False
2025-07-18T21:33:07.887690Z,SENSOR_7000,humidity,Warehouse_A,57.8,%,40.7,-53,maintenance,False,False
2025-08-27T01:56:59.887690Z,SENSOR_3018,air_quality,Factory_Floor_1,249.77,AQI,34.6,-85,online,False,False
2025-07-02T14:35:10.887690Z,SENSOR_1668,light,Factory_Floor_2,395.89,lux,48.0,-60,maintenance,False,False
2025-07-07T11:05:06.887690Z,SENSOR_5562,light,Warehouse_A,584.74,lux,63.3,-85,online,False,False
2025-06-29T15:35:38.887690Z,SENSOR_2238,temperature,Warehouse_B,25.23,°C,90.9,-41,maintenance,False,False
2025-08-02T00:16:58.887690Z,SENSOR_1021,pressure,Warehouse_B,1007.19,hPa,70.7,-34,offline,False,False
2025-08-18T09:05:21.887690Z,SENSOR_3707,humidity,Warehouse_A,32.17,%,35.5,-64,online,False,False
2025-06-27T18:31:58.887690Z,SENSOR_5070,air_quality,Warehouse_A,151.11,AQI,67.5,-43,offline,False,False
2025-08-02T15:32:14.887690Z,SENSOR_4780,temperature,Warehouse_A,26.79,°C,54.2,-51,offline,False,True
2025-09-22T09:41:12.887690Z,SENSOR_8837,humidity,Factory_Floor_2,52.98,%,62.0,-34,online,False,False
2025-09-02T21:10:52.887690Z,SENSOR_6690,humidity,Warehouse_A,67.49,%,47.1,-34,maintenance,False,False
2025-08-10T02:45:14.887690Z,SENSOR_1961,air_quality,Factory_Floor_2,52.35,AQI,20.1,-66,online,False,False
2025-08-23T20:26:14.887690Z,SENSOR_5073,light,Warehouse_B,407.42,lux,52.1,-67,maintenance,False,False
2025-08-28T23:04:20.887690Z,SENSOR_2784,light,Warehouse_A,586.71,lux,32.5,-31,offline,False,False
2025-07-01T13:44:34.887690Z,SENSOR_4180,motion,Office_Building,1.0,detected,50.1,-88,online,False,False
2025-08-25T09:13:18.887690Z,SENSOR_6078,air_quality,Data_Center,87.35,AQI,41.6,-77,maintenance,False,False
2025-07-07T05:14:41.887690Z,SENSOR_2178,air_quality,Data_Center,186.06,AQI,17.3,-48,offline,False,False
2025-08-20T11:54:35.887690Z,SENSOR_5158,motion,Data_Center,0.0,detected,95.2,-39,online,False,False
2025-07-11T13:06:32.887690Z,SENSOR_5565,air_quality,Factory_Floor_2,180.68,AQI,52.1,-53,online,False,False
2025-09-20T05:05:59.887690Z,SENSOR_3793,pressure,Warehouse_B,1026.86,hPa,24.6,-62,online,False,False
2025-07-05T18:38:44.887690Z,SENSOR_1804,light,Warehouse_B,623.66,lux,55.0,-65,offline,False,False
2025-08-03T08:55:16.887690Z,SENSOR_3859,pressure,Data_Center,1022.96,hPa,41.8,-74,maintenance,False,False
2025-08-03T06:00:57.887690Z,SENSOR_3092,temperature,Factory_Floor_2,27.15,°C,57.7,-32,maintenance,False,False
2025-09-17T21:48:12.887690Z,SENSOR_3249,humidity,Office_Building,47.39,%,66.0,-32,maintenance,False,False
2025-09-06T08:11:09.887690Z,SENSOR_7929,light,Warehouse_B,591.72,lux,73.7,-78,online,False,False
2025-08-19T18:59:47.887690Z,SENSOR_8178,light,Warehouse_B,946.66,lux,37.8,-41,offline,False,False
2025-08-30T04:22:03.887690Z,SENSOR_4580,light,Warehouse_A,224.06,lux,93.6,-64,offline,False,False
2025-07-04T19:42:55.887690Z,SENSOR_9951,humidity,Factory_Floor_2,33.5,%,34.3,-46,maintenance,False,False
2025-07-07T14:04:21.887690Z,SENSOR_6594,air_quality,Office_Building,204.39,AQI,98.0,-30,offline,False,False
2025-09-14T11:12:29.887690Z,SENSOR_4502,light,Warehouse_B,672.82,lux,26.6,-63,online,False,False
2025-08-12T14:01:18.887690Z,SENSOR_1497,humidity,Office_Building,56.21,%,88.8,-54,offline,False,False
2025-06-28T08:42:13.887690Z,SENSOR_6909,pressure,Data_Center,1017.89,hPa,76.6,-53,maintenance,False,False
2025-07-16T07:35:51.887690Z,SENSOR_3953,humidity,Office_Building,71.01,%,95.2,-75,maintenance,False,False
2025-07-22T02:35:29.887690Z,SENSOR_2623,motion,Factory_Floor_1,0.0,detected,66.6,-63,maintenance,False,False
2025-08-30T23:15:15.887690Z,SENSOR_9610,light,Factory_Floor_1,816.69,lux,31.9,-31,online,False,False
2025-09-13T03:29:10.887690Z,SENSOR_7941,temperature,Factory_Floor_1,31.91,°C,91.5,-38,online,False,False
2025-07-20T06:58:52.887690Z,SENSOR_4673,pressure,Warehouse_A,999.45,hPa,31.8,-52,maintenance,False,False
2025-07-21T16:10:31.887690Z,SENSOR_9709,air_quality,Warehouse_B,62.54,AQI,20.6,-30,maintenance,False,False
2025-06-29T20:23:20.887690Z,SENSOR_5482,motion,Warehouse_B,0.0,detected,25.1,-76,online,False,False
2025-08-27T01:05:58.887690Z,SENSOR_6788,air_quality,Factory_Floor_1,85.14,AQI,41.1,-58,online,False,False
2025-06-28T20:03:10.887690Z,SENSOR_5367,pressure,Factory_Floor_1,1007.17,hPa,80.2,-37,offline,False,False
2025-09-23T13:32:21.887690Z,SENSOR_5644,temperature,Office_Building,34.21,°C,70.5,-62,offline,False,False
2025-09-20T07:16:02.887690Z,SENSOR_4923,light,Factory_Floor_1,521.44,lux,30.0,-79,maintenance,True,False
2025-09-04T19:35:13.887690Z,SENSOR_5500,pressure,Warehouse_B,1010.73,hPa,41.8,-86,offline,False,False
2025-09-12T07:02:34.887690Z,SENSOR_8607,pressure,Factory_Floor_2,999.34,hPa,34.8,-47,online,False,False
2025-07-23T04:04:03.887690Z,SENSOR_5992,temperature,Warehouse_B,29.87,°C,34.2,-53,maintenance,False,False
2025-09-05T13:01:40.887690Z,SENSOR_5630,motion,Warehouse_A,0.0,detected,91.3,-31,maintenance,False,False
2025-08-01T11:18:22.887690Z,SENSOR_6875,humidity,Factory_Floor_2,47.44,%,23.7,-64,online,False,False
2025-08-25T09:28:19.887690Z,SENSOR_4350,air_quality,Data_Center,180.97,AQI,69.9,-87,offline,False,False
2025-09-19T10:09:53.887690Z,SENSOR_4592,pressure,Factory_Floor_1,1003.38,hPa,78.2,-85,offline,False,False
2025-08-24T08:11:02.887690Z,SENSOR_7161,motion,Factory_Floor_2,0.0,detected,22.5,-52,maintenance,False,False
2025-07-24T07:21:29.887690Z,SENSOR_6093,air_quality,Warehouse_B,151.33,AQI,40.3,-31,offline,False,False
2025-08-19T05:32:00.887690Z,SENSOR_7336,motion,Factory_Floor_1,1.0,detected,20.2,-42,maintenance,False,False
2025-06-27T12:36:13.887690Z,SENSOR_6989,humidity,Factory_Floor_2,86.73,%,51.2,-55,online,False,False
2025-07-07T14:39:10.887690Z,SENSOR_3957,pressure,Office_Building,992.71,hPa,31.7,-80,online,False,False
2025-09-06T01:55:05.887690Z,SENSOR_2675,air_quality,Factory_Floor_1,271.13,AQI,87.7,-43,maintenance,False,False
2025-07-04T06:58:01.887690Z,SENSOR_7227,pressure,Office_Building,1025.25,hPa,64.1,-62,offline,False,False
2025-09-16T18:09:25.887690Z,SENSOR_5539,temperature,Warehouse_A,25.22,°C,19.7,-78,offline,False,False
2025-06-27T13:30:34.887690Z,SENSOR_7674,temperature,Warehouse_A,33.32,°C,50.0,-49,maintenance,False,False
2025-07-09T03:56:29.887690Z,SENSOR_3488,air_quality,Warehouse_A,208.53,AQI,94.0,-46,maintenance,False,False
2025-09-22T00:28:03.887690Z,SENSOR_2724,light,Factory_Floor_2,672.29,lux,28.0,-38,maintenance,False,False
2025-09-20T14:59:32.887690Z,SENSOR_6949,pressure,Factory_Floor_1,991.99,hPa,52.9,-50,maintenance,False,False
2025-07-20T08:49:40.887690Z,SENSOR_6760,pressure,Factory_Floor_1,1018.49,hPa,64.4,-55,offline,False,False
2025-08-05T07:52:15.887690Z,SENSOR_5994,temperature,Warehouse_B,31.67,°C,93.3,-30,offline,False,False
2025-08-14T17:02:21.887690Z,SENSOR_9485,light,Data_Center,759.06,lux,77.5,-35,offline,False,False
2025-08-13T12:07:45.887690Z,SENSOR_9437,light,Factory_Floor_1,672.76,lux,74.2,-44,maintenance,False,False
2025-07-17T00:09:49.887690Z,SENSOR_2595,light,Factory_Floor_1,816.43,lux,55.5,-88,maintenance,True,False
2025-09-19T16:23:36.887690Z,SENSOR_5125,pressure,Factory_Floor_1,1003.15,hPa,67.4,-45,offline,False,False
2025-08-05T10:37:16.887690Z,SENSOR_2949,motion,Warehouse_B,1.0,detected,73.8,-71,online,False,False
2025-07-13T19:52:00.887690Z,SENSOR_1887,temperature,Factory_Floor_2,32.08,°C,33.6,-71,offline,False,False
2025-08-09T19:24:09.887690Z,SENSOR_9097,air_quality,Factory_Floor_1,219.66,AQI,80.4,-35,offline,False,False
2025-08-28T21:35:21.887690Z,SENSOR_1838,motion,Warehouse_B,1.0,detected,79.4,-71,offline,False,False
2025-08-11T11:00:18.887690Z,SENSOR_9722,light,Office_Building,758.74,lux,80.5,-72,offline,False,False
2025-09-24T03:55:33.887690Z,SENSOR_9399,humidity,Factory_Floor_2,87.67,%,56.2,-61,offline,False,False
2025-08-13T22:41:49.887690Z,SENSOR_7884,air_quality,Factory_Floor_2,195.99,AQI,50.2,-46,offline,True,False
2025-08-07T02:52:26.887690Z,SENSOR_3256,humidity,Warehouse_A,86.07,%,24.7,-83,online,False,False
2025-09-19T07:17:17.887690Z,SENSOR_7918,temperature,Factory_Floor_1,20.96,°C,66.1,-43,offline,False,False
2025-08-30T08:54:28.887690Z,SENSOR_2224,light,Factory_Floor_2,221.07,lux,35.8,-30,offline,False,False
2025-08-15T12:49:56.887690Z,SENSOR_6241,air_quality,Office_Building,65.85,AQI,30.2,-63,maintenance,False,False
2025-07-19T20:27:09.887690Z,SENSOR_4844,light,Factory_Floor_2,832.98,lux,46.6,-89,online,False,False
2025-06-28T13:38:55.887690Z,SENSOR_5699,motion,Factory_Floor_1,1.0,detected,73.7,-50,offline,False,False
2025-08-19T10:40:44.887690Z,SENSOR_2684,humidity,Warehouse_B,38.07,%,92.8,-38,online,False,False
2025-09-21T21:36:00.887690Z,SENSOR_8684,pressure,Data_Center,996.44,hPa,72.9,-66,maintenance,False,False
2025-09-17T10:05:48.887690Z,SENSOR_9596,temperature,Factory_Floor_2,30.57,°C,51.5,-60,offline,False,False
2025-07-22T10:18:40.887690Z,SENSOR_3726,light,Warehouse_B,661.36,lux,15.5,-31,online,True,False
2025-09-18T12:01:47.887690Z,SENSOR_8217,pressure,Factory_Floor_1,1027.02,hPa,36.2,-64,offline,False,False
2025-08-03T06:05:10.887690Z,SENSOR_5867,air_quality,Office_Building,50.68,AQI,99.9,-49,offline,False,False
2025-07-06T15:00:15.887690Z,SENSOR_8898,air_quality,Factory_Floor_1,262.76,AQI,42.3,-77,offline,False,False
2025-09-01T22:46:33.887690Z,SENSOR_6002,humidity,Warehouse_B,79.85,%,87.6,-42,maintenance,False,False
2025-09-21T10:33:06.887690Z,SENSOR_5259,motion,Factory_Floor_1,0.0,detected,54.9,-73,online,False,False
2025-07-24T21:21:14.887690Z,SENSOR_3807,light,Factory_Floor_1,225.26,lux,41.7,-71,offline,True,False
2025-07-10T02:15:03.887690Z,SENSOR_7100,light,Factory_Floor_1,626.58,lux,87.6,-32,maintenance,False,False
2025-07-26T08:58:43.887690Z,SENSOR_7037,motion,Factory_Floor_2,1.0,detected,77.1,-35,online,False,False
2025-08-24T15:17:09.887690Z,SENSOR_7567,humidity,Factory_Floor_1,42.55,%,85.6,-47,offline,False,False
2025-07-07T02:29:53.887690Z,SENSOR_3039,temperature,Factory_Floor_1,33.11,°C,87.9,-50,offline,False,False
2025-08-04T16:56:45.887690Z,SENSOR_9495,motion,Warehouse_A,1.0,detected,43.2,-55,maintenance,True,False
2025-08-06T11:46:09.887690Z,SENSOR_7929,motion,Warehouse_A,0.0,detected,48.1,-44,maintenance,False,False
2025-07-30T09:39:07.887690Z,SENSOR_4835,temperature,Factory_Floor_2,18.56,°C,17.4,-62,maintenance,False,False
2025-06-27T21:09:31.887690Z,SENSOR_3317,pressure,Factory_Floor_2,1022.86,hPa,98.8,-90,online,False,False
2025-07-24T10:32:37.887690Z,SENSOR_6919,humidity,Factory_Floor_2,46.98,%,37.7,-66,offline,True,True
2025-09-01T08:26:54.887690Z,SENSOR_4794,motion,Office_Building,1.0,detected,51.0,-62,offline,False,False
2025-09-05T02:36:10.887690Z,SENSOR_8472,pressure,Data_Center,1001.95,hPa,60.9,-74,offline,False,False
2025-09-22T05:44:34.887690Z,SENSOR_3717,temperature,Factory_Floor_1,25.59,°C,64.8,-41,online,False,False
2025-07-15T12:57:13.887690Z,SENSOR_9858,air_quality,Data_Center,183.14,AQI,98.7,-88,maintenance,False,False
2025-09-19T13:12:21.887690Z,SENSOR_3714,temperature,Factory_Floor_1,34.7,°C,57.8,-49,maintenance,False,False
2025-08-25T23:39:59.887690Z,SENSOR_4787,humidity,Warehouse_B,77.25,%,45.6,-77,offline,False,False
2025-07-28T20:52:41.887690Z,SENSOR_3309,light,Warehouse_A,757.72,lux,31.4,-50,maintenance,False,False
2025-09-17T01:58:52.887690Z,SENSOR_1634,temperature,Factory_Floor_1,30.91,°C,56.4,-44,online,False,False
2025-07-07T20:40:45.887690Z,SENSOR_4628,air_quality,Data_Center,91.17,AQI,84.6,-87,offline,False,False
2025-08-17T06:52:06.887690Z,SENSOR_4409,light,Warehouse_B,972.84,lux,71.2,-56,offline,False,False
2025-08-26T10:36:07.887690Z,SENSOR_9201,air_quality,Data_Center,165.92,AQI,42.3,-68,offline,False,False
2025-07-02T18:33:08.887690Z,SENSOR_9833,light,Warehouse_A,573.63,lux,18.4,-42,maintenance,False,False
2025-07-07T04:15:10.887690Z,SENSOR_7681,humidity,Warehouse_A,58.85,%,16.3,-89,offline,False,False
2025-08-27T16:35:13.887690Z,SENSOR_9502,humidity,Warehouse_A,83.22,%,70.4,-42,maintenance,False,False
2025-07-27T01:21:05.887690Z,SENSOR_2601,air_quality,Warehouse_A,280.75,AQI,43.0,-65,maintenance,False,False
2025-07-09T03:40:58.887690Z,SENSOR_7403,air_quality,Factory_Floor_1,265.83,AQI,93.5,-81,offline,False,False
2025-09-19T09:36:55.887690Z,SENSOR_6675,light,Factory_Floor_1,220.13,lux,80.3,-80,online,False,False
2025-08-07T15:23:40.887690Z,SENSOR_8346,temperature,Office_Building,29.38,°C,12.8,-40,online,False,False
2025-09-04T06:08:08.887690Z,SENSOR_4127,pressure,Data_Center,1016.97,hPa,55.0,-75,maintenance,False,False
2025-09-12T10:31:15.887690Z,SENSOR_3107,air_quality,Factory_Floor_1,268.22,AQI,62.2,-60,maintenance,False,False
2025-07-17T10:20:28.887690Z,SENSOR_7423,motion,Factory_Floor_2,0.0,detected,71.1,-76,online,False,False
2025-09-17T13:13:09.887690Z,SENSOR_3198,temperature,Warehouse_B,22.8,°C,80.7,-83,offline,False,False
2025-07-22T02:14:05.887690Z,SENSOR_8159,light,Data_Center,465.43,lux,40.0,-67,offline,False,False
2025-09-21T06:11:16.887690Z,SENSOR_3428,air_quality,Warehouse_A,202.63,AQI,77.1,-48,offline,False,False
2025-07-05T22:27:44.887690Z,SENSOR_8565,motion,Warehouse_B,1.0,detected,12.1,-90,offline,False,False
2025-07-22T17:39:02.887690Z,SENSOR_7080,pressure,Office_Building,1010.98,hPa,34.7,-56,maintenance,False,False
2025-07-31T00:41:43.887690Z,SENSOR_8915,temperature,Office_Building,18.32,°C,10.4,-40,offline,False,False
2025-07-15T13:36:44.887690Z,SENSOR_8995,temperature,Factory_Floor_2,21.58,°C,89.8,-31,offline,False,False
2025-08-27T12:04:00.887690Z,SENSOR_9013,light,Warehouse_A,539.65,lux,57.8,-82,offline,False,False
