timestamp,user_id,session_id,page,referrer,user_agent,country,device_type,page_load_time,bounce_rate,conversion,revenue,ip_address
2025-07-12T13:32:54.887690Z,user_3705,session_377932,/checkout,ads.google.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Australia,Desktop,4.68,True,False,0.0,172.167.96.113
2025-08-31T22:57:39.887690Z,user_4681,session_167136,/pricing,google.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Germany,Tablet,1.49,True,False,0.0,18.232.9.221
2025-08-07T11:22:39.887690Z,user_5562,session_801474,/signup,facebook.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),United Kingdom,Tablet,4.71,False,False,0.0,105.49.25.25
2025-09-18T22:12:51.887690Z,user_7735,session_589710,/home,email,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,India,Desktop,2.31,False,False,0.0,50.49.138.115
2025-07-13T22:01:41.887690Z,user_8579,session_361941,/products,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),India,Desktop,3.43,True,False,0.0,218.61.43.105
2025-08-28T00:04:19.887690Z,user_7570,session_161483,/about,linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Australia,Mobile,4.67,False,False,0.0,188.255.201.143
2025-09-19T07:21:33.887690Z,user_4111,session_411120,/contact,google.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),United States,Tablet,1.91,True,False,0.0,219.136.41.15
2025-08-30T11:44:35.887690Z,user_2122,session_723939,/products,email,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Desktop,4.74,True,False,50.17,169.150.145.134
2025-08-05T17:04:06.887690Z,user_6147,session_350280,/blog,linkedin.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,France,Mobile,1.92,True,True,0.0,55.130.68.34
2025-08-09T11:46:39.887690Z,user_7054,session_398830,/about,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),France,Tablet,4.93,True,False,0.0,239.170.27.241
2025-07-13T16:58:20.887690Z,user_2753,session_878480,/checkout,facebook.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,France,Tablet,1.45,False,False,0.0,68.130.126.65
2025-07-02T11:30:51.887690Z,user_5533,session_146228,/home,twitter.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,France,Desktop,3.84,False,False,0.0,242.227.177.232
2025-07-16T01:53:17.887690Z,user_7049,session_710805,/checkout,facebook.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),United Kingdom,Desktop,1.89,True,False,0.0,64.171.27.91
2025-09-05T22:30:11.887690Z,user_3532,session_348237,/about,ads.google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Desktop,1.31,False,False,0.0,172.222.189.208
2025-07-27T17:01:14.887690Z,user_2771,session_501124,/home,ads.google.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Germany,Desktop,4.17,False,False,0.0,224.59.58.7
2025-09-18T15:15:45.887690Z,user_5564,session_172792,/blog,twitter.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Australia,Tablet,4.92,False,False,0.0,249.67.46.149
2025-07-29T09:57:02.887690Z,user_8119,session_462479,/pricing,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),India,Mobile,4.55,True,False,0.0,1.134.237.207
2025-09-03T06:37:11.887690Z,user_4228,session_481913,/login,google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Canada,Tablet,1.91,True,False,0.0,80.171.105.84
2025-08-17T07:08:59.887690Z,user_3085,session_301158,/login,email,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),United Kingdom,Tablet,3.06,False,False,150.59,111.202.149.156
2025-09-17T19:19:52.887690Z,user_8244,session_808446,/contact,direct,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),United Kingdom,Tablet,0.88,False,True,0.0,58.207.51.38
2025-06-29T10:05:54.887690Z,user_2193,session_577538,/login,email,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Germany,Tablet,3.63,False,False,0.0,177.2.229.193
2025-07-09T22:04:35.887690Z,user_9486,session_587115,/home,direct,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,India,Mobile,1.1,False,False,0.0,153.82.244.194
2025-08-22T04:43:10.887690Z,user_9270,session_547470,/checkout,linkedin.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Japan,Mobile,1.67,True,False,0.0,200.134.125.161
2025-07-26T17:18:28.887690Z,user_5681,session_345884,/blog,twitter.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,India,Desktop,1.18,False,False,0.0,17.107.105.85
2025-09-03T23:16:27.887690Z,user_4388,session_973349,/login,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),United States,Tablet,2.21,True,False,0.0,100.219.229.245
2025-08-19T02:38:11.887690Z,user_9947,session_938722,/profile,facebook.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Germany,Mobile,2.46,True,False,0.0,205.104.186.43
2025-08-24T13:29:58.887690Z,user_1441,session_513160,/profile,direct,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United States,Desktop,3.39,True,False,0.0,67.98.84.55
2025-08-23T19:12:12.887690Z,user_7211,session_391773,/login,twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Japan,Desktop,3.87,True,False,0.0,167.18.200.246
2025-09-17T10:38:25.887690Z,user_5051,session_309044,/home,direct,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Germany,Desktop,2.63,True,False,0.0,180.66.197.95
2025-07-18T04:29:11.887690Z,user_2876,session_915573,/about,twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,United States,Mobile,3.09,False,False,0.0,20.152.177.213
2025-09-14T15:57:08.887690Z,user_5941,session_991597,/profile,ads.google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,United States,Mobile,2.9,False,False,215.83,126.28.111.246
2025-08-12T05:48:17.887690Z,user_8532,session_841666,/about,linkedin.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,France,Tablet,4.14,False,False,0.0,152.69.83.219
2025-07-27T11:08:20.887690Z,user_8385,session_355709,/signup,direct,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Australia,Mobile,0.63,False,False,0.0,205.67.88.72
2025-09-11T07:46:41.887690Z,user_1166,session_641722,/contact,google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Mobile,3.0,True,False,0.0,126.115.203.5
2025-07-07T18:04:49.887690Z,user_4986,session_421080,/profile,twitter.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Canada,Mobile,4.98,False,False,0.0,79.65.60.31
2025-07-20T18:58:11.887690Z,user_9779,session_899213,/about,facebook.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Japan,Mobile,3.76,False,False,0.0,76.59.93.46
2025-08-03T09:35:58.887690Z,user_3073,session_387636,/home,google.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),France,Tablet,4.75,False,False,149.33,123.113.88.48
2025-07-02T17:45:54.887690Z,user_2869,session_962050,/products,linkedin.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),India,Tablet,3.33,True,False,0.0,243.78.22.255
2025-07-27T12:26:12.887690Z,user_7818,session_735770,/profile,ads.google.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Germany,Tablet,2.21,False,False,0.0,110.79.146.159
2025-07-04T04:37:30.887690Z,user_4404,session_755900,/contact,twitter.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,India,Desktop,1.58,True,False,0.0,177.153.121.75
2025-06-30T16:09:09.887690Z,user_5632,session_837135,/signup,google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Germany,Mobile,4.05,True,False,0.0,166.39.233.69
2025-07-14T10:53:34.887690Z,user_6039,session_723948,/profile,twitter.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),India,Mobile,3.6,False,False,0.0,127.113.21.154
2025-07-01T22:37:44.887690Z,user_5102,session_127121,/products,facebook.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United States,Tablet,4.2,True,False,0.0,133.167.114.235
2025-07-31T14:27:51.887690Z,user_9056,session_195674,/signup,twitter.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Canada,Mobile,3.52,True,False,0.0,74.170.242.103
2025-09-04T10:19:29.887690Z,user_6153,session_364659,/pricing,google.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),United States,Tablet,4.41,False,False,0.0,93.160.194.128
2025-09-14T23:38:27.887690Z,user_4335,session_380028,/checkout,facebook.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Japan,Tablet,2.68,True,False,0.0,62.182.41.80
2025-09-04T09:25:50.887690Z,user_2527,session_335615,/products,linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,United Kingdom,Mobile,4.7,False,False,0.0,214.124.251.121
2025-07-27T23:25:33.887690Z,user_7284,session_299869,/profile,direct,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United Kingdom,Desktop,1.74,False,False,0.0,69.211.1.73
2025-08-04T03:28:06.887690Z,user_9022,session_255813,/signup,direct,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Canada,Mobile,2.98,False,False,0.0,49.252.179.62
2025-09-07T21:05:18.887690Z,user_7730,session_145767,/pricing,email,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Australia,Mobile,4.95,True,False,256.12,152.85.223.26
2025-08-21T12:24:22.887690Z,user_8486,session_116093,/about,linkedin.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United Kingdom,Desktop,2.61,False,False,0.0,167.21.219.85
2025-09-21T02:14:44.887690Z,user_8994,session_667296,/home,direct,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Germany,Tablet,3.58,False,False,0.0,112.251.26.195
2025-09-16T07:45:30.887690Z,user_8269,session_274446,/blog,google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Canada,Desktop,1.82,False,False,0.0,106.145.175.203
2025-07-19T14:01:29.887690Z,user_7267,session_749813,/contact,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),United Kingdom,Desktop,2.58,False,False,0.0,231.206.120.231
2025-08-02T06:24:34.887690Z,user_2210,session_563187,/pricing,direct,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Australia,Tablet,1.63,False,False,0.0,124.28.61.98
2025-09-07T20:26:42.887690Z,user_5837,session_123005,/login,twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,United States,Tablet,3.85,False,False,0.0,206.91.57.163
2025-07-21T04:07:07.887690Z,user_3240,session_758765,/products,email,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United States,Mobile,4.05,True,False,0.0,24.233.76.84
2025-08-18T14:02:32.887690Z,user_9837,session_483629,/checkout,direct,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,United Kingdom,Mobile,4.61,False,False,0.0,223.87.206.30
2025-08-24T11:00:12.887690Z,user_4696,session_809176,/login,ads.google.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Canada,Desktop,4.06,True,False,0.0,95.173.192.173
2025-07-30T03:15:16.887690Z,user_7086,session_213609,/contact,linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Canada,Tablet,1.5,True,False,0.0,180.78.167.105
2025-07-10T12:52:26.887690Z,user_5986,session_616554,/products,google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,United Kingdom,Mobile,2.54,False,False,0.0,227.107.168.26
2025-08-28T04:16:41.887690Z,user_1536,session_823811,/pricing,facebook.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Japan,Desktop,4.35,True,False,0.0,231.251.166.92
2025-07-03T21:07:36.887690Z,user_3001,session_989227,/signup,google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Germany,Tablet,3.38,True,False,0.0,33.202.145.53
2025-07-05T02:04:01.887690Z,user_4538,session_952547,/contact,twitter.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,United States,Mobile,4.36,True,False,0.0,205.45.29.170
2025-06-29T12:50:46.887690Z,user_4898,session_717457,/pricing,google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,France,Desktop,1.07,False,False,0.0,122.115.200.93
2025-08-31T02:56:52.887690Z,user_9254,session_332311,/profile,google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,France,Mobile,3.4,True,False,0.0,110.176.28.126
2025-08-21T11:47:29.887690Z,user_6277,session_737846,/about,google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,France,Tablet,3.35,False,False,0.0,76.117.130.155
2025-08-20T12:41:08.887690Z,user_2874,session_994217,/checkout,email,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Mobile,4.5,False,False,0.0,107.187.25.81
2025-08-19T19:32:40.887690Z,user_7132,session_260053,/signup,google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,India,Desktop,2.44,False,False,0.0,151.245.144.144
2025-08-08T05:57:50.887690Z,user_6793,session_797660,/login,ads.google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United States,Mobile,3.2,False,False,0.0,40.169.124.58
2025-07-09T20:44:59.887690Z,user_7022,session_220465,/blog,direct,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Tablet,4.89,True,False,0.0,178.69.8.47
2025-07-31T07:38:43.887690Z,user_6567,session_468074,/home,facebook.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Desktop,1.14,True,True,0.0,117.88.41.95
2025-08-05T08:11:13.887690Z,user_2391,session_155164,/about,facebook.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),United States,Tablet,0.87,False,False,0.0,114.107.70.56
2025-08-30T12:12:51.887690Z,user_2816,session_397005,/profile,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),France,Desktop,1.49,True,False,0.0,197.36.196.66
2025-08-02T18:57:24.887690Z,user_9149,session_883301,/login,facebook.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Tablet,3.67,False,True,0.0,118.236.20.221
2025-08-06T03:18:00.887690Z,user_7626,session_843963,/login,twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Australia,Desktop,4.85,True,False,0.0,213.177.236.93
2025-07-07T22:44:30.887690Z,user_4986,session_556839,/profile,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),India,Mobile,4.42,False,False,0.0,20.131.163.30
2025-09-02T01:03:21.887690Z,user_6724,session_468154,/about,facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,United Kingdom,Mobile,1.39,True,False,0.0,46.244.198.161
2025-08-28T23:39:00.887690Z,user_8354,session_814220,/profile,email,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Canada,Tablet,1.92,False,False,0.0,204.71.152.15
2025-08-11T00:54:43.887690Z,user_8565,session_573866,/home,google.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,France,Desktop,3.4,True,False,0.0,119.149.142.245
2025-07-01T23:49:15.887690Z,user_4084,session_437145,/profile,linkedin.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),United Kingdom,Desktop,2.53,False,False,0.0,166.45.11.64
2025-08-21T23:23:57.887690Z,user_3600,session_481574,/pricing,twitter.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Australia,Mobile,3.56,True,False,0.0,17.85.25.143
2025-09-20T21:08:40.887690Z,user_3463,session_449555,/products,direct,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United Kingdom,Mobile,1.9,False,False,0.0,22.80.144.97
2025-09-16T19:42:32.887690Z,user_9624,session_197992,/login,direct,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,United States,Mobile,1.89,True,False,0.0,50.58.36.40
2025-07-05T18:45:14.887690Z,user_2657,session_632351,/checkout,ads.google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United States,Tablet,2.02,True,False,0.0,47.213.178.198
2025-09-13T14:36:52.887690Z,user_1715,session_530816,/pricing,email,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Germany,Mobile,3.25,False,False,0.0,248.208.201.121
2025-07-20T20:34:00.887690Z,user_8218,session_584106,/blog,ads.google.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Australia,Desktop,4.18,True,False,0.0,124.224.96.142
2025-07-10T07:44:57.887690Z,user_3042,session_398910,/products,ads.google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,France,Mobile,4.57,True,False,0.0,234.57.210.116
2025-08-09T09:16:27.887690Z,user_7495,session_626392,/pricing,facebook.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),India,Mobile,1.51,False,False,0.0,167.86.203.38
2025-07-13T10:09:22.887690Z,user_8740,session_829884,/about,ads.google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Japan,Mobile,3.27,True,True,0.0,141.241.187.156
2025-09-01T21:58:13.887690Z,user_5720,session_349183,/blog,google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Germany,Mobile,3.38,False,False,0.0,5.162.132.148
2025-07-27T06:59:42.887690Z,user_8032,session_101640,/profile,twitter.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Australia,Desktop,3.49,True,False,0.0,245.135.140.130
2025-08-30T01:51:48.887690Z,user_8702,session_145649,/login,twitter.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,United States,Mobile,4.05,False,False,0.0,27.198.149.189
2025-08-07T12:52:46.887690Z,user_9945,session_454992,/about,ads.google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Japan,Tablet,2.65,True,False,0.0,199.242.118.10
2025-08-02T14:53:14.887690Z,user_4268,session_143941,/pricing,twitter.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Australia,Tablet,2.63,True,False,0.0,92.221.200.13
2025-09-17T19:07:31.887690Z,user_7029,session_558176,/login,email,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),Australia,Mobile,4.88,False,False,0.0,205.133.69.206
2025-07-07T08:17:29.887690Z,user_8055,session_731718,/about,direct,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Canada,Desktop,0.86,False,False,0.0,110.43.177.114
2025-08-09T22:53:10.887690Z,user_6776,session_744718,/login,twitter.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United States,Desktop,3.52,False,False,0.0,174.41.244.8
2025-07-15T04:34:14.887690Z,user_8179,session_136489,/about,google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Canada,Mobile,2.22,True,False,0.0,243.95.96.114
2025-07-06T02:58:57.887690Z,user_7012,session_517368,/pricing,email,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Germany,Desktop,0.62,True,False,0.0,144.31.68.199
2025-07-30T07:18:37.887690Z,user_5678,session_827691,/signup,facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,United Kingdom,Desktop,2.53,False,False,0.0,248.217.253.82
2025-09-19T20:35:28.887690Z,user_9882,session_404466,/blog,ads.google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,United Kingdom,Mobile,2.79,True,False,0.0,61.203.127.7
2025-08-12T02:26:47.887690Z,user_8657,session_942700,/checkout,facebook.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),India,Desktop,1.89,False,False,0.0,211.148.19.33
2025-08-06T04:54:52.887690Z,user_8632,session_813145,/checkout,twitter.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,United Kingdom,Desktop,2.45,True,False,0.0,78.43.42.83
2025-07-24T20:24:21.887690Z,user_5653,session_987025,/products,twitter.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,France,Desktop,3.31,True,False,0.0,242.149.40.44
2025-09-19T04:37:21.887690Z,user_6531,session_983456,/profile,google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,India,Desktop,4.77,False,False,0.0,107.159.164.8
2025-08-29T05:24:42.887690Z,user_5949,session_606404,/contact,ads.google.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,Australia,Mobile,2.54,True,False,0.0,119.53.88.156
2025-07-14T19:46:09.887690Z,user_6231,session_869864,/pricing,linkedin.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Canada,Tablet,3.03,False,False,0.0,116.64.37.25
2025-07-02T18:15:19.887690Z,user_7850,session_360330,/about,ads.google.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Canada,Desktop,3.93,False,False,0.0,226.79.128.6
2025-07-07T21:22:53.887690Z,user_4944,session_325595,/profile,twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,United States,Mobile,2.73,False,False,62.67,35.226.68.187
2025-08-11T21:13:26.887690Z,user_7563,session_153642,/profile,direct,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,Canada,Tablet,1.8,False,False,0.0,72.212.254.160
2025-09-22T03:57:32.887690Z,user_2584,session_513037,/pricing,ads.google.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Canada,Desktop,1.4,False,False,77.15,86.206.122.133
2025-08-23T13:29:21.887690Z,user_9446,session_246570,/pricing,direct,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,United Kingdom,Mobile,4.96,False,False,0.0,131.137.126.182
2025-09-06T18:21:16.887690Z,user_1272,session_486251,/pricing,email,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Australia,Tablet,1.88,True,False,0.0,168.201.249.199
2025-09-09T03:05:10.887690Z,user_1841,session_711868,/signup,facebook.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),Australia,Desktop,4.2,True,True,0.0,113.81.108.39
2025-08-18T07:03:50.887690Z,user_9221,session_912617,/profile,linkedin.com,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,United States,Tablet,1.12,True,False,0.0,123.135.97.81
2025-07-18T23:48:58.887690Z,user_6608,session_672808,/pricing,email,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,France,Tablet,2.68,True,False,0.0,242.250.252.77
2025-08-02T07:04:08.887690Z,user_9011,session_432441,/signup,twitter.com,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),France,Mobile,1.05,False,False,0.0,89.245.198.206
2025-07-14T17:52:42.887690Z,user_2294,session_463188,/signup,email,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Japan,Desktop,1.41,False,False,0.0,36.28.158.190
2025-09-09T16:05:27.887690Z,user_9700,session_336633,/contact,google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Australia,Mobile,3.73,True,False,0.0,247.141.251.238
2025-07-16T22:32:23.887690Z,user_8793,session_600641,/contact,ads.google.com,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,Canada,Mobile,3.41,True,False,0.0,190.186.218.240
2025-06-30T14:17:20.887690Z,user_3880,session_138105,/login,ads.google.com,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),United Kingdom,Tablet,4.83,False,False,288.3,28.238.252.86
