timestamp,transaction_id,account_id,transaction_type,amount,currency,merchant,merchant_category,card_type,is_fraud,processing_fee,country_code,risk_score
2025-07-12T15:22:24.887690Z,TXN_569573,ACC_85031,Deposit,1213.8,GBP,Merchant_440,Gas Station,Debit,True,30.34,AU,37.4
2025-08-28T12:00:24.887690Z,TXN_476547,ACC_23768,Deposit,3366.77,EUR,Merchant_42,Grocery,Credit,False,84.17,FR,34.2
2025-08-25T15:14:24.887690Z,TXN_270761,ACC_22922,Purchase,953.67,CAD,Merchant_351,Gas Station,Debit,True,23.84,AU,97.6
2025-07-19T09:35:24.887690Z,TXN_479704,ACC_45867,Purchase,566.35,USD,Merchant_406,Entertainment,Prepaid,False,14.16,AU,71.7
2025-06-29T12:44:24.887690Z,TXN_105394,ACC_71856,Purchase,2871.18,JPY,Merchant_96,Gas Station,Credit,False,71.78,UK,21.6
2025-09-14T09:46:24.887690Z,TXN_134903,ACC_19967,Transfer,1799.49,AUD,Merchant_450,Gas Station,Credit,False,44.99,FR,52.4
2025-08-01T18:15:24.887690Z,TXN_566929,ACC_89904,Refund,2430.05,CAD,Merchant_173,Restaurant,Debit,False,60.75,AU,75.6
2025-08-05T18:55:24.887690Z,TXN_236145,ACC_78028,Withdrawal,2852.69,AUD,Merchant_60,Grocery,Credit,False,71.32,FR,16.5
2025-08-30T21:15:24.887690Z,TXN_113910,ACC_96592,Deposit,2955.1,JPY,Merchant_110,Restaurant,Debit,False,73.88,JP,2.5
2025-08-08T23:23:24.887690Z,TXN_744512,ACC_73169,Transfer,3800.85,AUD,Merchant_202,ATM,Prepaid,False,95.02,CA,45.2
2025-07-14T08:37:24.887690Z,TXN_398392,ACC_26137,Withdrawal,2826.77,AUD,Merchant_2,ATM,Prepaid,False,70.67,CA,38.7
2025-08-17T08:58:24.887690Z,TXN_821140,ACC_70788,Transfer,748.3,JPY,Merchant_134,ATM,Credit,False,18.71,FR,19.8
2025-09-15T07:42:24.887690Z,TXN_325001,ACC_56990,Deposit,3129.57,GBP,Merchant_73,ATM,Credit,False,78.24,IN,97.6
2025-07-11T17:30:24.887690Z,TXN_928513,ACC_72141,Payment,993.88,EUR,Merchant_199,Online Shopping,Debit,False,24.85,IN,11.4
2025-09-12T21:23:24.887690Z,TXN_380384,ACC_53211,Deposit,1522.31,GBP,Merchant_323,Entertainment,Debit,False,38.06,CA,94.1
2025-08-15T22:00:24.887690Z,TXN_754302,ACC_75558,Purchase,3445.2,JPY,Merchant_474,Online Shopping,Debit,False,86.13,CA,36.5
2025-07-27T07:58:24.887690Z,TXN_292616,ACC_67174,Payment,1824.67,USD,Merchant_106,Gas Station,Credit,False,45.62,AU,94.2
2025-09-20T23:48:24.887690Z,TXN_998653,ACC_18522,Transfer,1375.45,USD,Merchant_103,Online Shopping,Credit,False,34.39,US,39.1
2025-08-04T10:48:24.887690Z,TXN_687861,ACC_91609,Payment,2903.03,GBP,Merchant_269,Online Shopping,Prepaid,False,72.58,IN,59.2
2025-06-26T10:47:24.887690Z,TXN_916381,ACC_56724,Deposit,132.37,CAD,Merchant_422,Travel,Debit,False,3.31,UK,90.7
2025-07-31T11:29:24.887690Z,TXN_780384,ACC_65303,Purchase,3110.03,INR,Merchant_104,Gas Station,Credit,False,77.75,UK,20.8
2025-08-12T06:48:24.887690Z,TXN_504787,ACC_45321,Transfer,1362.58,JPY,Merchant_99,Travel,Prepaid,False,34.06,US,56.5
2025-09-13T22:52:24.887690Z,TXN_946366,ACC_45956,Purchase,4739.41,AUD,Merchant_7,Grocery,Credit,False,118.49,UK,95.9
2025-08-21T04:40:24.887690Z,TXN_491177,ACC_16855,Purchase,1404.88,USD,Merchant_460,Entertainment,Debit,False,35.12,JP,36.4
2025-09-12T13:01:24.887690Z,TXN_415782,ACC_81948,Withdrawal,4769.51,USD,Merchant_166,Online Shopping,Debit,False,119.24,AU,54.4
2025-08-04T03:35:24.887690Z,TXN_988938,ACC_91011,Transfer,2916.86,JPY,Merchant_282,ATM,Debit,False,72.92,CA,24.9
2025-08-30T02:25:24.887690Z,TXN_904514,ACC_31424,Purchase,2074.31,CAD,Merchant_18,Online Shopping,Debit,False,51.86,UK,34.0
2025-07-04T04:02:24.887690Z,TXN_333638,ACC_52487,Purchase,4659.92,CAD,Merchant_335,Gas Station,Credit,False,116.5,CA,60.4
2025-08-26T02:41:24.887690Z,TXN_489302,ACC_41177,Withdrawal,4492.66,CAD,Merchant_104,Restaurant,Credit,False,112.32,US,25.0
2025-07-28T06:12:24.887690Z,TXN_200864,ACC_41942,Deposit,1165.8,AUD,Merchant_249,ATM,Credit,False,29.14,UK,13.9
2025-09-01T03:33:24.887690Z,TXN_424608,ACC_74806,Withdrawal,1582.03,EUR,Merchant_8,Entertainment,Debit,False,39.55,AU,80.0
2025-07-03T20:35:24.887690Z,TXN_191473,ACC_63334,Refund,123.64,AUD,Merchant_256,Entertainment,Credit,False,3.09,AU,56.1
2025-09-07T20:42:24.887690Z,TXN_493525,ACC_52657,Payment,121.51,JPY,Merchant_44,Online Shopping,Prepaid,False,3.04,IN,25.0
2025-08-30T17:28:24.887690Z,TXN_450342,ACC_81246,Deposit,2728.36,GBP,Merchant_195,Grocery,Debit,False,68.21,AU,62.7
2025-08-06T20:20:24.887690Z,TXN_617723,ACC_26633,Purchase,3095.36,INR,Merchant_52,ATM,Prepaid,False,77.38,AU,23.4
2025-07-12T20:24:24.887690Z,TXN_980259,ACC_23401,Deposit,38.34,USD,Merchant_63,Restaurant,Debit,False,0.96,UK,70.2
2025-08-14T06:27:24.887690Z,TXN_411058,ACC_27717,Withdrawal,1312.13,INR,Merchant_80,Restaurant,Debit,False,32.8,DE,85.5
2025-07-27T02:41:24.887690Z,TXN_676295,ACC_18114,Withdrawal,34.38,AUD,Merchant_56,ATM,Credit,False,0.86,DE,4.1
2025-08-11T23:10:24.887690Z,TXN_913532,ACC_69875,Withdrawal,170.83,AUD,Merchant_157,Online Shopping,Debit,False,4.27,UK,63.5
2025-09-01T20:30:24.887690Z,TXN_951000,ACC_96604,Refund,189.8,CAD,Merchant_233,Entertainment,Debit,False,4.75,US,69.8
2025-08-01T00:04:24.887690Z,TXN_683753,ACC_33630,Purchase,4166.59,INR,Merchant_167,Restaurant,Credit,False,104.16,DE,21.5
2025-07-21T11:12:24.887690Z,TXN_434037,ACC_66972,Transfer,20.67,AUD,Merchant_409,Gas Station,Prepaid,False,0.52,DE,40.2
2025-07-29T05:53:24.887690Z,TXN_603920,ACC_56043,Deposit,335.14,JPY,Merchant_425,Restaurant,Credit,False,8.38,DE,98.3
2025-06-26T20:45:24.887690Z,TXN_570761,ACC_53173,Transfer,3290.47,EUR,Merchant_149,Entertainment,Prepaid,False,82.26,US,86.9
2025-08-10T05:47:24.887690Z,TXN_749856,ACC_99748,Refund,7.77,JPY,Merchant_277,Grocery,Prepaid,False,0.19,IN,7.0
2025-07-03T15:48:24.887690Z,TXN_630804,ACC_88360,Transfer,3809.98,GBP,Merchant_47,Grocery,Credit,False,95.25,AU,45.9
2025-08-04T09:57:24.887690Z,TXN_362392,ACC_52232,Purchase,4260.83,GBP,Merchant_131,Online Shopping,Debit,False,106.52,IN,78.6
2025-09-07T04:08:24.887690Z,TXN_882091,ACC_77132,Payment,1762.69,EUR,Merchant_14,Gas Station,Debit,False,44.07,DE,77.9
2025-07-19T10:18:24.887690Z,TXN_793577,ACC_43796,Transfer,4545.34,GBP,Merchant_281,Entertainment,Prepaid,False,113.63,DE,88.0
2025-09-20T04:13:24.887690Z,TXN_760506,ACC_90192,Withdrawal,4019.77,EUR,Merchant_8,Gas Station,Debit,False,100.49,UK,20.1
2025-07-06T04:51:24.887690Z,TXN_261425,ACC_52873,Payment,4801.94,INR,Merchant_294,Online Shopping,Credit,False,120.05,US,43.8
2025-07-03T23:55:24.887690Z,TXN_420092,ACC_41080,Withdrawal,123.1,EUR,Merchant_224,Entertainment,Prepaid,False,3.08,DE,60.4
2025-08-08T10:30:24.887690Z,TXN_775278,ACC_34319,Payment,3772.86,CAD,Merchant_485,ATM,Debit,False,94.32,AU,77.8
2025-06-26T19:35:24.887690Z,TXN_826727,ACC_79013,Transfer,3580.96,GBP,Merchant_189,ATM,Prepaid,False,89.52,UK,16.1
2025-08-22T14:36:24.887690Z,TXN_462495,ACC_68748,Deposit,2269.75,CAD,Merchant_248,Travel,Debit,False,56.74,DE,56.9
2025-07-24T21:30:24.887690Z,TXN_484328,ACC_46564,Refund,3607.44,GBP,Merchant_263,Restaurant,Credit,False,90.19,CA,74.2
2025-08-28T00:46:24.887690Z,TXN_551496,ACC_44098,Withdrawal,213.53,INR,Merchant_381,ATM,Prepaid,False,5.34,AU,4.9
2025-09-14T21:55:24.887690Z,TXN_937819,ACC_71455,Purchase,4943.07,JPY,Merchant_350,Online Shopping,Debit,False,123.58,JP,37.2
2025-08-08T08:23:24.887690Z,TXN_208859,ACC_54208,Payment,243.3,JPY,Merchant_72,Online Shopping,Credit,False,6.08,US,53.8
2025-08-30T23:56:24.887690Z,TXN_580242,ACC_98279,Payment,1335.56,CAD,Merchant_464,Entertainment,Credit,False,33.39,IN,32.7
2025-07-10T22:41:24.887690Z,TXN_163682,ACC_69581,Purchase,427.39,JPY,Merchant_475,Travel,Prepaid,False,10.68,IN,39.7
2025-09-18T17:10:24.887690Z,TXN_421001,ACC_61306,Transfer,446.1,USD,Merchant_488,ATM,Debit,False,11.15,US,50.7
2025-08-18T16:37:24.887690Z,TXN_860017,ACC_79453,Refund,2461.83,USD,Merchant_381,Gas Station,Prepaid,False,61.55,CA,66.1
2025-07-14T02:06:24.887690Z,TXN_470109,ACC_87945,Transfer,2925.85,INR,Merchant_487,Online Shopping,Prepaid,False,73.15,FR,58.0
2025-08-02T19:56:24.887690Z,TXN_700257,ACC_52477,Refund,4278.15,JPY,Merchant_293,ATM,Debit,False,106.95,US,16.0
2025-08-08T17:40:24.887690Z,TXN_772566,ACC_35232,Withdrawal,4135.24,EUR,Merchant_411,Online Shopping,Debit,False,103.38,US,61.3
2025-06-26T19:36:24.887690Z,TXN_158975,ACC_37178,Withdrawal,4517.94,CAD,Merchant_6,Entertainment,Credit,False,112.95,AU,16.8
2025-08-28T16:06:24.887690Z,TXN_611402,ACC_38271,Withdrawal,4596.98,GBP,Merchant_25,Gas Station,Prepaid,False,114.92,IN,3.9
2025-08-13T14:58:24.887690Z,TXN_985210,ACC_64458,Purchase,4011.22,INR,Merchant_213,Grocery,Debit,False,100.28,AU,33.6
2025-07-06T12:33:24.887690Z,TXN_902863,ACC_65948,Payment,596.54,CAD,Merchant_203,Grocery,Credit,False,14.91,FR,81.5
2025-06-29T19:47:24.887690Z,TXN_999405,ACC_18308,Transfer,3646.32,CAD,Merchant_126,Grocery,Credit,False,91.16,IN,94.2
2025-07-04T07:35:24.887690Z,TXN_779624,ACC_46284,Deposit,74.42,INR,Merchant_119,Gas Station,Debit,False,1.86,FR,84.5
2025-09-03T08:00:24.887690Z,TXN_973266,ACC_54650,Purchase,2630.21,CAD,Merchant_399,Restaurant,Debit,False,65.76,DE,43.6
2025-06-26T20:10:24.887690Z,TXN_672695,ACC_14302,Refund,460.45,CAD,Merchant_168,Restaurant,Debit,False,11.51,AU,99.6
2025-09-04T06:36:24.887690Z,TXN_846129,ACC_42729,Refund,602.53,INR,Merchant_181,Entertainment,Debit,False,15.06,UK,44.3
2025-07-10T08:18:24.887690Z,TXN_272836,ACC_93628,Transfer,1035.02,INR,Merchant_170,Grocery,Prepaid,False,25.88,JP,59.4
2025-06-29T18:52:24.887690Z,TXN_845959,ACC_55772,Purchase,2482.99,GBP,Merchant_467,Gas Station,Prepaid,False,62.07,UK,51.2
2025-07-10T02:40:24.887690Z,TXN_886074,ACC_43607,Withdrawal,4411.87,AUD,Merchant_456,Gas Station,Debit,False,110.3,UK,93.8
2025-07-26T06:17:24.887690Z,TXN_494535,ACC_23379,Withdrawal,1522.52,CAD,Merchant_191,ATM,Credit,False,38.06,AU,17.8
2025-08-18T20:53:24.887690Z,TXN_793873,ACC_62037,Deposit,2696.46,INR,Merchant_58,Gas Station,Credit,False,67.41,US,31.8
2025-09-19T08:28:24.887690Z,TXN_938088,ACC_69890,Refund,83.7,EUR,Merchant_454,Entertainment,Credit,False,2.09,AU,77.8
2025-09-09T12:11:24.887690Z,TXN_662022,ACC_35076,Withdrawal,3955.06,EUR,Merchant_70,Entertainment,Prepaid,False,98.88,IN,44.9
2025-09-15T04:26:24.887690Z,TXN_290280,ACC_89225,Transfer,3975.18,EUR,Merchant_463,Entertainment,Credit,False,99.38,DE,46.3
2025-08-03T07:35:24.887690Z,TXN_480249,ACC_91022,Refund,4759.53,GBP,Merchant_485,Travel,Prepaid,False,118.99,DE,15.3
2025-07-10T07:41:24.887690Z,TXN_293095,ACC_68036,Transfer,4241.59,EUR,Merchant_139,ATM,Credit,False,106.04,FR,11.8
2025-08-08T08:29:24.887690Z,TXN_329219,ACC_73119,Transfer,3842.17,JPY,Merchant_25,Online Shopping,Prepaid,False,96.05,JP,53.6
2025-08-16T01:35:24.887690Z,TXN_451391,ACC_72507,Refund,4555.85,JPY,Merchant_140,Restaurant,Prepaid,False,113.9,FR,79.6
2025-07-21T22:46:24.887690Z,TXN_239766,ACC_20991,Withdrawal,3710.4,INR,Merchant_376,Gas Station,Prepaid,False,92.76,CA,74.1
2025-08-27T13:13:24.887690Z,TXN_865990,ACC_20471,Payment,2479.16,USD,Merchant_319,Travel,Credit,False,61.98,JP,31.1
2025-07-31T13:20:24.887690Z,TXN_418561,ACC_24470,Deposit,525.14,CAD,Merchant_50,ATM,Credit,False,13.13,FR,78.2
2025-07-03T22:27:24.887690Z,TXN_214549,ACC_76404,Payment,4380.5,JPY,Merchant_70,Entertainment,Credit,False,109.51,DE,31.8
2025-08-11T10:31:24.887690Z,TXN_987688,ACC_96756,Transfer,352.59,JPY,Merchant_1,Restaurant,Prepaid,False,8.81,JP,84.3
2025-06-26T12:40:24.887690Z,TXN_297665,ACC_34844,Refund,118.62,INR,Merchant_257,Entertainment,Credit,False,2.97,FR,14.1
2025-07-09T04:47:24.887690Z,TXN_552871,ACC_10988,Deposit,3961.31,USD,Merchant_365,Online Shopping,Debit,False,99.03,DE,62.9
2025-07-23T06:20:24.887690Z,TXN_462467,ACC_42014,Withdrawal,295.93,USD,Merchant_298,ATM,Credit,False,7.4,DE,80.9
2025-08-25T05:01:24.887690Z,TXN_468882,ACC_19408,Purchase,90.38,GBP,Merchant_475,Gas Station,Debit,False,2.26,US,89.6
2025-06-28T17:30:24.887690Z,TXN_477314,ACC_92794,Withdrawal,3536.62,INR,Merchant_378,Online Shopping,Credit,False,88.42,DE,32.1
2025-08-09T02:46:24.887690Z,TXN_235599,ACC_75789,Transfer,4256.47,EUR,Merchant_348,ATM,Credit,False,106.41,UK,35.6
2025-07-22T09:44:24.887690Z,TXN_147592,ACC_91071,Purchase,2307.53,GBP,Merchant_109,Entertainment,Debit,False,57.69,US,1.6
2025-09-23T15:23:24.887690Z,TXN_266710,ACC_87027,Payment,4242.21,EUR,Merchant_258,Travel,Prepaid,False,106.06,FR,11.1
2025-07-01T09:34:24.887690Z,TXN_313953,ACC_72523,Payment,2696.84,AUD,Merchant_472,Restaurant,Debit,False,67.42,US,31.7
2025-07-11T14:21:24.887690Z,TXN_288653,ACC_62584,Deposit,2287.22,CAD,Merchant_74,Online Shopping,Debit,False,57.18,JP,10.7
2025-08-17T19:58:24.887690Z,TXN_876166,ACC_31927,Withdrawal,2535.67,EUR,Merchant_305,Restaurant,Debit,False,63.39,UK,72.1
2025-08-28T23:54:24.887690Z,TXN_562163,ACC_71140,Payment,984.77,JPY,Merchant_82,ATM,Prepaid,False,24.62,CA,26.5
2025-08-26T19:53:24.887690Z,TXN_864233,ACC_71180,Payment,1929.02,JPY,Merchant_467,Entertainment,Prepaid,False,48.23,IN,50.6
2025-08-28T08:34:24.887690Z,TXN_308942,ACC_51870,Withdrawal,1489.3,CAD,Merchant_31,Online Shopping,Debit,False,37.23,FR,50.0
2025-09-19T13:07:24.887690Z,TXN_902591,ACC_96923,Transfer,1315.8,EUR,Merchant_179,Gas Station,Prepaid,False,32.9,CA,62.9
2025-07-04T00:17:24.887690Z,TXN_702895,ACC_99582,Refund,1758.12,GBP,Merchant_83,Travel,Debit,False,43.95,FR,4.1
2025-08-13T19:16:24.887690Z,TXN_852721,ACC_96389,Refund,627.85,AUD,Merchant_186,Online Shopping,Credit,False,15.7,US,69.0
2025-07-12T20:23:24.887690Z,TXN_397783,ACC_52483,Purchase,3832.67,EUR,Merchant_167,Gas Station,Prepaid,False,95.82,JP,13.5
2025-06-27T22:12:24.887690Z,TXN_503875,ACC_81990,Transfer,60.56,EUR,Merchant_168,Restaurant,Prepaid,False,1.51,UK,69.1
2025-09-10T21:35:24.887690Z,TXN_940796,ACC_74976,Withdrawal,3680.99,JPY,Merchant_48,Gas Station,Prepaid,False,92.02,UK,36.9
2025-07-01T13:33:24.887690Z,TXN_314731,ACC_50457,Deposit,2003.71,INR,Merchant_269,Travel,Credit,False,50.09,CA,26.3
2025-08-19T21:55:24.887690Z,TXN_180919,ACC_97975,Withdrawal,24.2,CAD,Merchant_17,ATM,Credit,False,0.6,AU,10.7
2025-08-16T03:14:24.887690Z,TXN_388188,ACC_14493,Payment,3439.1,INR,Merchant_258,Grocery,Prepaid,False,85.98,DE,68.3
2025-08-02T15:20:24.887690Z,TXN_119665,ACC_10883,Deposit,2798.1,CAD,Merchant_374,Entertainment,Debit,False,69.95,DE,65.6
2025-09-13T10:22:24.887690Z,TXN_690548,ACC_89659,Refund,4.18,AUD,Merchant_357,Online Shopping,Prepaid,False,0.1,DE,87.2
2025-09-22T09:52:24.887690Z,TXN_650785,ACC_79708,Transfer,3138.47,GBP,Merchant_148,Grocery,Prepaid,False,78.46,AU,80.5
2025-07-18T00:18:24.887690Z,TXN_944229,ACC_28820,Refund,1784.97,INR,Merchant_329,Grocery,Debit,False,44.62,UK,92.6
2025-08-12T16:51:24.887690Z,TXN_424014,ACC_19777,Transfer,3006.31,CAD,Merchant_433,Online Shopping,Prepaid,False,75.16,JP,17.6
2025-08-13T11:33:24.887690Z,TXN_695280,ACC_39263,Deposit,2696.62,INR,Merchant_168,Travel,Debit,False,67.42,FR,90.2
2025-06-27T04:55:24.887690Z,TXN_984329,ACC_21945,Withdrawal,3602.23,EUR,Merchant_303,Grocery,Prepaid,False,90.06,FR,11.0
2025-08-14T19:21:24.887690Z,TXN_350717,ACC_24588,Withdrawal,2109.51,GBP,Merchant_460,Gas Station,Prepaid,False,52.74,AU,52.0
2025-07-21T16:01:24.887690Z,TXN_757785,ACC_84097,Payment,188.86,INR,Merchant_274,Entertainment,Prepaid,False,4.72,US,36.3
2025-08-09T07:14:24.887690Z,TXN_220505,ACC_97383,Payment,4.96,EUR,Merchant_369,Entertainment,Prepaid,False,0.12,US,65.0
2025-09-08T18:55:24.887690Z,TXN_352075,ACC_55893,Refund,3085.46,CAD,Merchant_269,Gas Station,Credit,False,77.14,IN,53.1
2025-09-07T19:35:24.887690Z,TXN_105296,ACC_90192,Deposit,2516.38,AUD,Merchant_54,Restaurant,Credit,False,62.91,IN,12.3
2025-07-02T05:46:24.887690Z,TXN_476505,ACC_17863,Withdrawal,4048.72,JPY,Merchant_500,Grocery,Prepaid,False,101.22,JP,92.1
2025-09-08T12:03:24.887690Z,TXN_221014,ACC_69675,Purchase,3025.42,AUD,Merchant_460,Travel,Credit,False,75.64,IN,3.1
2025-09-10T13:23:24.887690Z,TXN_809296,ACC_69559,Transfer,4336.36,USD,Merchant_328,Travel,Prepaid,False,108.41,FR,35.8
2025-07-29T15:59:24.887690Z,TXN_229471,ACC_52161,Refund,1202.38,USD,Merchant_42,Travel,Prepaid,False,30.06,UK,84.2
2025-07-15T20:24:24.887690Z,TXN_403678,ACC_29239,Transfer,2306.13,EUR,Merchant_416,Online Shopping,Prepaid,False,57.65,DE,24.0
2025-08-30T21:36:24.887690Z,TXN_372750,ACC_68915,Deposit,4153.67,USD,Merchant_93,Entertainment,Prepaid,False,103.84,IN,94.4
2025-07-16T16:26:24.887690Z,TXN_968589,ACC_83539,Deposit,3900.96,JPY,Merchant_275,Grocery,Credit,False,97.52,JP,4.7
2025-09-20T17:13:24.887690Z,TXN_594068,ACC_76156,Deposit,457.57,JPY,Merchant_432,Entertainment,Debit,False,11.44,FR,93.6
2025-07-10T07:48:24.887690Z,TXN_972813,ACC_88074,Purchase,2668.73,AUD,Merchant_50,Gas Station,Credit,False,66.72,AU,6.4
2025-07-17T13:04:24.887690Z,TXN_454703,ACC_15694,Deposit,1578.3,AUD,Merchant_458,Restaurant,Credit,False,39.46,DE,2.4
2025-07-12T04:04:24.887690Z,TXN_863727,ACC_15105,Payment,1113.96,AUD,Merchant_467,Restaurant,Debit,False,27.85,JP,14.7
2025-08-06T20:43:24.887690Z,TXN_807507,ACC_79286,Purchase,106.27,AUD,Merchant_268,Restaurant,Prepaid,False,2.66,DE,40.9
2025-09-04T18:30:24.887690Z,TXN_132148,ACC_14675,Transfer,1924.74,JPY,Merchant_347,Grocery,Prepaid,False,48.12,DE,47.1
2025-07-09T14:22:24.887690Z,TXN_498845,ACC_43728,Refund,3073.82,INR,Merchant_247,Restaurant,Credit,False,76.85,DE,65.6
2025-07-09T17:27:24.887690Z,TXN_670204,ACC_91377,Transfer,4128.72,USD,Merchant_271,Entertainment,Debit,False,103.22,AU,60.9
2025-08-02T04:34:24.887690Z,TXN_337390,ACC_44526,Refund,2135.99,JPY,Merchant_256,Entertainment,Debit,False,53.4,DE,37.1
2025-09-07T14:40:24.887690Z,TXN_229410,ACC_11305,Purchase,178.25,GBP,Merchant_314,Grocery,Debit,False,4.46,AU,72.9
2025-09-01T17:26:24.887690Z,TXN_351297,ACC_95121,Transfer,863.9,CAD,Merchant_113,Gas Station,Prepaid,False,21.6,IN,86.1
2025-08-22T01:56:24.887690Z,TXN_473823,ACC_76231,Refund,1897.22,AUD,Merchant_229,Online Shopping,Debit,False,47.43,FR,85.6
2025-07-21T16:24:24.887690Z,TXN_186066,ACC_78741,Deposit,2053.08,INR,Merchant_420,Online Shopping,Debit,False,51.33,JP,63.4
2025-09-03T03:10:24.887690Z,TXN_195376,ACC_33641,Withdrawal,4860.05,INR,Merchant_140,ATM,Debit,False,121.5,DE,26.9
2025-08-01T19:41:24.887690Z,TXN_706371,ACC_43986,Deposit,2600.9,CAD,Merchant_290,Gas Station,Prepaid,False,65.02,UK,32.3
2025-07-12T11:34:24.887690Z,TXN_900526,ACC_54801,Payment,3113.23,JPY,Merchant_342,Restaurant,Prepaid,False,77.83,FR,40.6
2025-08-18T23:44:24.887690Z,TXN_122330,ACC_56283,Deposit,4873.18,AUD,Merchant_119,Entertainment,Credit,False,121.83,AU,85.3
