timestamp,order_id,customer_id,product,category,quantity,unit_price,total_amount,discount,payment_method,order_status,shipping_cost,customer_country,sales_rep
2025-08-17T00:10:24.887690Z,ORD_741130,CUST_2979,Jeans,Home & Garden,3,490.07,1470.21,0.0,Bank Transfer,Delivered,22.7,Japan,Rep_1
2025-09-15T22:19:24.887690Z,ORD_804086,CUST_7904,Tires,Electronics,1,182.93,182.93,0.0,Bank Transfer,Processing,8.69,France,Rep_3
2025-07-27T19:12:24.887690Z,ORD_600663,CUST_1947,T-Shirt,Clothing,3,37.21,111.63,0.0,Debit Card,Completed,11.73,United Kingdom,Rep_1
2025-08-05T16:18:24.887690Z,ORD_114099,CUST_8845,Car Parts,Sports,3,946.82,2840.46,35.17,Debit Card,Refunded,10.93,Australia,Rep_1
2025-09-23T10:42:24.887690Z,ORD_343911,CUST_5499,Tires,Automotive,1,423.43,423.43,0.0,Apple Pay,Processing,20.47,India,Rep_14
2025-06-27T03:30:24.887690Z,ORD_550121,CUST_1329,Tires,Sports,5,390.48,1952.4,12.12,PayPal,Shipped,13.15,Germany,Rep_3
2025-09-17T12:22:24.887690Z,ORD_909938,CUST_9814,Shampoo,Beauty,3,245.52,736.56,16.25,Credit Card,Shipped,21.71,Canada,Rep_5
2025-07-17T02:55:24.887690Z,ORD_746664,CUST_7646,Shampoo,Beauty,1,939.8,939.8,2.15,Debit Card,Delivered,7.19,India,Rep_11
2025-09-12T14:09:24.887690Z,ORD_221158,CUST_2351,Car Parts,Home & Garden,1,634.52,634.52,22.94,PayPal,Refunded,16.39,France,Rep_6
2025-09-09T21:55:24.887690Z,ORD_405013,CUST_7170,Football,Electronics,1,62.01,62.01,0.0,Apple Pay,Processing,15.12,Germany,Rep_14
2025-06-29T13:52:24.887690Z,ORD_575908,CUST_2018,T-Shirt,Electronics,2,51.68,103.36,0.0,Credit Card,Cancelled,18.29,Australia,Rep_8
2025-06-29T02:32:24.887690Z,ORD_774526,CUST_3194,Cookbook,Books,5,503.34,2516.7,23.57,PayPal,Completed,13.26,Canada,Rep_4
2025-07-17T11:31:24.887690Z,ORD_696699,CUST_7097,Jeans,Clothing,3,199.82,599.46,0.0,PayPal,Refunded,16.46,Canada,Rep_10
2025-07-09T00:09:24.887690Z,ORD_476403,CUST_5185,Plant,Home & Garden,5,175.42,877.1,0.0,PayPal,Refunded,10.19,Japan,Rep_6
2025-08-30T12:23:24.887690Z,ORD_439052,CUST_6239,T-Shirt,Automotive,1,39.06,39.06,0.0,Credit Card,Refunded,13.6,India,Rep_6
2025-08-05T20:01:24.887690Z,ORD_298020,CUST_3396,Laptop,Automotive,2,990.13,1980.26,3.77,PayPal,Cancelled,12.74,France,Rep_13
2025-08-05T17:01:24.887690Z,ORD_858647,CUST_7040,Tires,Clothing,5,956.12,4780.6,0.0,PayPal,Shipped,21.86,Canada,Rep_18
2025-09-08T11:14:24.887690Z,ORD_392733,CUST_6878,Novel,Beauty,3,569.5,1708.5,0.0,Credit Card,Refunded,24.28,France,Rep_9
2025-08-09T18:51:24.887690Z,ORD_629419,CUST_5150,Laptop,Home & Garden,4,901.96,3607.84,0.0,PayPal,Refunded,5.55,United Kingdom,Rep_1
2025-07-28T20:50:24.887690Z,ORD_637805,CUST_2742,Basketball,Books,2,398.01,796.02,20.16,Bank Transfer,Cancelled,20.61,Japan,Rep_15
2025-08-09T00:10:24.887690Z,ORD_617169,CUST_8941,Shampoo,Sports,2,366.55,733.1,0.0,Bank Transfer,Cancelled,12.46,France,Rep_19
2025-09-22T18:25:24.887690Z,ORD_219569,CUST_6377,Plant,Home & Garden,3,973.85,2921.55,0.0,Credit Card,Processing,13.74,Australia,Rep_17
2025-07-22T23:43:24.887690Z,ORD_627892,CUST_7699,Smartphone,Electronics,5,139.37,696.85,0.0,Google Pay,Delivered,24.14,Canada,Rep_5
2025-08-13T05:11:24.887690Z,ORD_775800,CUST_7702,Sofa,Beauty,2,506.83,1013.66,0.0,Debit Card,Shipped,9.51,United States,Rep_16
2025-09-16T20:50:24.887690Z,ORD_189270,CUST_9189,Novel,Electronics,2,305.61,611.22,3.68,Google Pay,Cancelled,20.75,Germany,Rep_2
2025-08-21T16:33:24.887690Z,ORD_521599,CUST_7126,Cookbook,Automotive,2,693.35,1386.7,0.0,Debit Card,Delivered,9.63,Germany,Rep_13
2025-07-22T01:52:24.887690Z,ORD_528807,CUST_4547,Basketball,Home & Garden,1,481.44,481.44,36.87,Apple Pay,Refunded,18.09,Japan,Rep_13
2025-09-08T16:44:24.887690Z,ORD_377513,CUST_5637,Football,Sports,1,403.39,403.39,0.0,PayPal,Delivered,14.1,Canada,Rep_8
2025-09-21T19:34:24.887690Z,ORD_851913,CUST_5923,Basketball,Electronics,2,19.42,38.84,0.0,Google Pay,Completed,5.17,Australia,Rep_9
2025-09-08T20:33:24.887690Z,ORD_330926,CUST_5997,Football,Books,4,317.19,1268.76,0.0,Debit Card,Shipped,24.01,Canada,Rep_3
2025-08-14T22:48:24.887690Z,ORD_656752,CUST_3496,Car Parts,Sports,3,303.17,909.51,0.0,Credit Card,Shipped,5.34,Canada,Rep_6
2025-07-25T23:36:24.887690Z,ORD_270260,CUST_7861,Lipstick,Sports,4,463.42,1853.68,0.0,Credit Card,Processing,5.32,Japan,Rep_12
2025-09-21T01:08:24.887690Z,ORD_280920,CUST_2307,Jeans,Automotive,1,788.21,788.21,49.64,Apple Pay,Refunded,7.14,Germany,Rep_4
2025-09-14T03:02:24.887690Z,ORD_104524,CUST_8287,Basketball,Sports,3,361.34,1084.02,0.0,PayPal,Refunded,20.25,France,Rep_13
2025-09-14T12:38:24.887690Z,ORD_402104,CUST_2432,Smartphone,Sports,3,18.37,55.11,0.0,Bank Transfer,Refunded,13.39,United Kingdom,Rep_11
2025-07-29T10:59:24.887690Z,ORD_144743,CUST_7385,Smartphone,Clothing,5,65.09,325.45,0.0,Apple Pay,Refunded,7.34,India,Rep_20
2025-07-04T19:59:24.887690Z,ORD_140045,CUST_3977,Shampoo,Books,5,823.93,4119.65,0.0,Apple Pay,Delivered,22.29,Canada,Rep_2
2025-07-03T07:04:24.887690Z,ORD_719383,CUST_4731,Football,Sports,4,329.53,1318.12,0.0,Apple Pay,Cancelled,23.73,United States,Rep_16
2025-08-07T06:31:24.887690Z,ORD_703600,CUST_7869,Basketball,Automotive,2,68.42,136.84,0.0,Bank Transfer,Cancelled,22.11,Germany,Rep_19
2025-07-31T08:03:24.887690Z,ORD_503820,CUST_3616,Smartphone,Electronics,1,717.47,717.47,20.82,Apple Pay,Completed,8.98,United States,Rep_11
2025-07-22T23:51:24.887690Z,ORD_727775,CUST_1281,T-Shirt,Sports,4,793.57,3174.28,0.0,Debit Card,Completed,19.75,Japan,Rep_17
2025-07-08T11:20:24.887690Z,ORD_740468,CUST_7349,T-Shirt,Clothing,1,665.24,665.24,0.0,Google Pay,Shipped,22.29,France,Rep_19
2025-08-24T06:46:24.887690Z,ORD_805253,CUST_7213,Basketball,Electronics,2,881.72,1763.44,0.0,Debit Card,Delivered,21.66,France,Rep_1
2025-07-17T18:58:24.887690Z,ORD_974959,CUST_6164,Football,Home & Garden,2,229.68,459.36,0.0,Credit Card,Processing,22.84,Canada,Rep_15
2025-08-13T21:14:24.887690Z,ORD_133087,CUST_7920,Car Parts,Electronics,2,61.56,123.12,0.0,Debit Card,Delivered,10.28,United Kingdom,Rep_20
2025-08-28T01:52:24.887690Z,ORD_451144,CUST_2067,Lipstick,Home & Garden,4,228.87,915.48,0.0,PayPal,Refunded,6.46,United States,Rep_12
2025-08-22T06:53:24.887690Z,ORD_911113,CUST_8292,Laptop,Clothing,3,163.91,491.73,0.0,Debit Card,Delivered,13.38,India,Rep_17
2025-07-17T20:53:24.887690Z,ORD_138018,CUST_3251,Plant,Clothing,3,30.28,90.84,0.0,Apple Pay,Cancelled,7.92,France,Rep_19
2025-07-28T13:03:24.887690Z,ORD_213515,CUST_5447,Novel,Automotive,5,108.9,544.5,0.0,Apple Pay,Completed,15.74,Japan,Rep_9
2025-08-08T00:41:24.887690Z,ORD_275940,CUST_3466,Laptop,Automotive,4,135.9,543.6,34.18,Google Pay,Shipped,12.61,Germany,Rep_2
2025-08-02T17:01:24.887690Z,ORD_363387,CUST_3982,Tires,Home & Garden,3,626.06,1878.18,0.0,Credit Card,Completed,14.38,United Kingdom,Rep_1
2025-06-29T21:19:24.887690Z,ORD_504416,CUST_6270,Laptop,Automotive,5,199.5,997.5,0.0,Debit Card,Refunded,13.67,France,Rep_13
2025-08-06T23:09:24.887690Z,ORD_314578,CUST_6231,Shampoo,Clothing,4,406.99,1627.96,0.0,Google Pay,Refunded,6.39,France,Rep_8
2025-07-25T17:20:24.887690Z,ORD_407293,CUST_1711,Football,Beauty,3,822.19,2466.57,0.0,Debit Card,Processing,17.76,India,Rep_13
2025-08-29T23:26:24.887690Z,ORD_463378,CUST_3233,Tires,Books,5,87.67,438.35,12.9,Debit Card,Processing,6.38,India,Rep_17
2025-07-23T11:50:24.887690Z,ORD_956419,CUST_3022,Car Parts,Clothing,1,584.43,584.43,6.58,Apple Pay,Processing,18.17,France,Rep_19
2025-08-24T05:21:24.887690Z,ORD_200122,CUST_5364,Car Parts,Automotive,5,19.28,96.4,48.68,Apple Pay,Delivered,8.07,United Kingdom,Rep_13
2025-06-29T09:14:24.887690Z,ORD_835229,CUST_6399,Shampoo,Clothing,3,553.85,1661.55,0.0,Debit Card,Delivered,13.34,Germany,Rep_6
2025-08-05T08:49:24.887690Z,ORD_343549,CUST_9177,Jeans,Electronics,1,154.98,154.98,0.0,PayPal,Delivered,22.7,Japan,Rep_17
2025-08-08T16:10:24.887690Z,ORD_963414,CUST_4330,Cookbook,Automotive,5,938.12,4690.6,16.54,Bank Transfer,Shipped,18.9,United Kingdom,Rep_14
2025-07-03T13:10:24.887690Z,ORD_118458,CUST_1484,Plant,Beauty,2,891.82,1783.64,13.95,Debit Card,Delivered,16.29,United Kingdom,Rep_10
2025-08-06T11:05:24.887690Z,ORD_109385,CUST_8545,Cookbook,Beauty,3,570.98,1712.94,0.0,Credit Card,Shipped,5.82,Japan,Rep_12
2025-08-04T08:05:24.887690Z,ORD_492864,CUST_8021,Basketball,Clothing,1,888.14,888.14,44.59,Google Pay,Cancelled,21.78,India,Rep_14
2025-08-25T21:50:24.887690Z,ORD_384432,CUST_5648,T-Shirt,Electronics,3,532.06,1596.18,16.07,Bank Transfer,Processing,14.83,Japan,Rep_13
2025-08-11T01:17:24.887690Z,ORD_985038,CUST_7548,Smartphone,Clothing,4,210.98,843.92,0.0,Google Pay,Completed,8.65,United States,Rep_12
2025-09-02T15:09:24.887690Z,ORD_992548,CUST_4521,Basketball,Home & Garden,1,424.49,424.49,0.0,Apple Pay,Delivered,22.22,United States,Rep_12
2025-06-29T22:26:24.887690Z,ORD_129710,CUST_5853,Lipstick,Sports,3,96.73,290.19,40.96,Google Pay,Refunded,16.67,Japan,Rep_13
2025-08-31T13:13:24.887690Z,ORD_478328,CUST_3981,Jeans,Automotive,1,178.16,178.16,38.51,Google Pay,Completed,12.2,India,Rep_14
2025-07-06T04:15:24.887690Z,ORD_685822,CUST_6553,Plant,Clothing,3,714.37,2143.11,0.0,Credit Card,Shipped,14.96,Japan,Rep_12
2025-07-08T10:40:24.887690Z,ORD_851250,CUST_9690,T-Shirt,Beauty,4,180.94,723.76,0.0,Bank Transfer,Delivered,24.52,United States,Rep_7
2025-08-23T05:17:24.887690Z,ORD_586799,CUST_9440,Smartphone,Electronics,4,781.95,3127.8,0.0,PayPal,Cancelled,19.87,Germany,Rep_3
2025-07-13T12:04:24.887690Z,ORD_312537,CUST_4537,Car Parts,Home & Garden,1,103.1,103.1,28.92,Bank Transfer,Shipped,5.16,India,Rep_12
2025-08-25T08:44:24.887690Z,ORD_865946,CUST_9846,Tires,Sports,4,668.11,2672.44,0.0,Debit Card,Cancelled,24.74,Australia,Rep_3
2025-07-23T10:14:24.887690Z,ORD_240631,CUST_8073,Car Parts,Automotive,2,12.86,25.72,27.93,PayPal,Processing,18.78,India,Rep_12
2025-09-21T13:38:24.887690Z,ORD_278270,CUST_6478,Shampoo,Books,3,737.83,2213.49,37.58,Credit Card,Shipped,5.26,France,Rep_11
2025-09-20T23:05:24.887690Z,ORD_393645,CUST_2760,Sofa,Clothing,5,27.7,138.5,0.0,Google Pay,Cancelled,20.75,United States,Rep_5
2025-08-06T18:55:24.887690Z,ORD_885140,CUST_4922,Tires,Books,2,218.9,437.8,0.0,Bank Transfer,Processing,8.07,United Kingdom,Rep_15
2025-08-04T18:00:24.887690Z,ORD_795846,CUST_3186,Football,Sports,2,358.69,717.38,0.0,Google Pay,Completed,22.92,United States,Rep_5
2025-09-02T14:41:24.887690Z,ORD_955700,CUST_4844,Sofa,Beauty,5,116.13,580.65,0.48,Debit Card,Refunded,21.14,Canada,Rep_7
2025-08-15T16:59:24.887690Z,ORD_631500,CUST_3412,Basketball,Electronics,3,104.82,314.46,0.0,Credit Card,Delivered,20.61,Japan,Rep_1
2025-08-22T08:04:24.887690Z,ORD_293700,CUST_8434,Car Parts,Automotive,1,216.87,216.87,0.0,Apple Pay,Refunded,20.38,United Kingdom,Rep_3
2025-08-12T08:45:24.887690Z,ORD_252874,CUST_5223,Plant,Beauty,5,467.89,2339.45,0.0,Bank Transfer,Delivered,6.17,Australia,Rep_4
2025-08-29T04:22:24.887690Z,ORD_693543,CUST_9727,Car Parts,Clothing,5,813.6,4068.0,0.0,Apple Pay,Processing,8.51,United Kingdom,Rep_6
2025-07-10T12:44:24.887690Z,ORD_389192,CUST_4708,Tires,Books,1,724.71,724.71,0.0,Google Pay,Shipped,21.95,France,Rep_19
2025-07-13T05:27:24.887690Z,ORD_771829,CUST_6480,Football,Books,5,841.5,4207.5,0.0,Apple Pay,Processing,6.16,United Kingdom,Rep_14
2025-07-24T17:24:24.887690Z,ORD_149329,CUST_9732,Shampoo,Electronics,4,671.68,2686.72,9.6,Debit Card,Completed,7.62,United Kingdom,Rep_6
2025-08-24T13:47:24.887690Z,ORD_892231,CUST_9526,Tires,Automotive,3,89.1,267.3,0.0,Debit Card,Shipped,18.79,Australia,Rep_3
2025-07-17T07:00:24.887690Z,ORD_943620,CUST_7739,Laptop,Sports,1,952.27,952.27,0.0,Credit Card,Shipped,9.28,Germany,Rep_7
2025-09-12T03:37:24.887690Z,ORD_194255,CUST_6205,Cookbook,Sports,5,406.65,2033.25,0.0,Credit Card,Shipped,20.14,United Kingdom,Rep_9
2025-07-23T03:52:24.887690Z,ORD_200306,CUST_6577,Cookbook,Home & Garden,1,783.32,783.32,0.0,Apple Pay,Shipped,7.31,Germany,Rep_15
2025-07-01T05:23:24.887690Z,ORD_882153,CUST_7435,Laptop,Sports,4,860.62,3442.48,0.0,Bank Transfer,Delivered,22.75,United Kingdom,Rep_14
2025-08-26T18:31:24.887690Z,ORD_673707,CUST_7891,Shampoo,Automotive,5,894.47,4472.35,0.0,Google Pay,Cancelled,14.4,Australia,Rep_11
2025-07-31T07:48:24.887690Z,ORD_689364,CUST_8677,Shampoo,Beauty,5,355.51,1777.55,0.0,Apple Pay,Cancelled,6.96,United States,Rep_20
2025-09-19T00:21:24.887690Z,ORD_501838,CUST_4246,Novel,Home & Garden,4,116.25,465.0,0.0,Debit Card,Cancelled,21.16,Australia,Rep_20
2025-07-17T06:32:24.887690Z,ORD_446238,CUST_9189,Plant,Books,2,634.74,1269.48,0.0,Google Pay,Cancelled,16.96,Canada,Rep_4
2025-07-07T20:25:24.887690Z,ORD_302572,CUST_3080,Laptop,Clothing,2,967.55,1935.1,36.21,Credit Card,Shipped,5.48,United Kingdom,Rep_12
2025-08-07T06:14:24.887690Z,ORD_405751,CUST_7083,Car Parts,Sports,4,669.02,2676.08,0.0,Bank Transfer,Processing,7.37,United Kingdom,Rep_7
2025-07-16T19:28:24.887690Z,ORD_345534,CUST_3942,T-Shirt,Clothing,1,769.09,769.09,18.69,PayPal,Completed,19.25,Canada,Rep_17
2025-08-24T17:48:24.887690Z,ORD_347135,CUST_5041,Shampoo,Electronics,4,920.89,3683.56,0.0,Apple Pay,Cancelled,21.32,India,Rep_8
2025-08-04T07:08:24.887690Z,ORD_246702,CUST_7650,Sofa,Home & Garden,2,994.96,1989.92,0.0,Bank Transfer,Shipped,21.76,France,Rep_12
2025-08-28T21:38:24.887690Z,ORD_725334,CUST_3893,Smartphone,Home & Garden,3,168.29,504.87,0.0,Apple Pay,Completed,5.57,United Kingdom,Rep_4
2025-08-02T07:49:24.887690Z,ORD_820258,CUST_6886,Jeans,Electronics,2,626.17,1252.34,20.81,Debit Card,Processing,23.0,Japan,Rep_11
2025-07-20T17:19:24.887690Z,ORD_862768,CUST_6925,Car Parts,Automotive,2,469.31,938.62,0.0,Credit Card,Delivered,9.93,France,Rep_6
2025-09-13T20:35:24.887690Z,ORD_391799,CUST_4254,Shampoo,Books,3,705.59,2116.77,0.0,Debit Card,Completed,18.05,France,Rep_12
2025-09-09T06:49:24.887690Z,ORD_849240,CUST_5224,Smartphone,Home & Garden,1,232.2,232.2,0.0,Apple Pay,Refunded,9.98,Germany,Rep_18
2025-09-07T20:45:24.887690Z,ORD_198999,CUST_7511,Novel,Sports,1,448.39,448.39,0.0,PayPal,Refunded,22.88,Canada,Rep_2
2025-08-24T05:56:24.887690Z,ORD_988356,CUST_1537,Lipstick,Clothing,4,314.45,1257.8,0.0,Bank Transfer,Completed,9.79,Germany,Rep_16
2025-09-08T13:20:24.887690Z,ORD_392441,CUST_2765,Jeans,Sports,1,732.28,732.28,0.0,Apple Pay,Processing,12.86,France,Rep_8
2025-08-22T07:52:24.887690Z,ORD_193969,CUST_9887,Smartphone,Beauty,5,421.84,2109.2,0.0,Apple Pay,Refunded,16.3,Australia,Rep_4
2025-07-03T23:54:24.887690Z,ORD_352088,CUST_5548,Plant,Automotive,4,382.12,1528.48,0.0,Credit Card,Completed,9.53,Germany,Rep_19
2025-08-08T17:24:24.887690Z,ORD_386895,CUST_9891,Basketball,Automotive,2,446.73,893.46,0.0,Google Pay,Refunded,22.32,Canada,Rep_4
2025-09-10T19:31:24.887690Z,ORD_127988,CUST_2605,Lipstick,Clothing,4,257.56,1030.24,0.0,Google Pay,Refunded,24.87,Canada,Rep_15
2025-09-10T17:37:24.887690Z,ORD_254579,CUST_9563,Plant,Home & Garden,5,479.61,2398.05,0.0,Debit Card,Shipped,14.61,United States,Rep_12
2025-08-02T06:29:24.887690Z,ORD_859535,CUST_5013,Tires,Books,2,323.57,647.14,21.03,Debit Card,Shipped,21.38,France,Rep_13
2025-06-30T14:37:24.887690Z,ORD_211693,CUST_2350,Basketball,Clothing,2,47.17,94.34,45.61,Debit Card,Cancelled,18.89,United States,Rep_17
2025-08-16T08:48:24.887690Z,ORD_236677,CUST_7888,Plant,Electronics,5,884.38,4421.9,0.0,Debit Card,Refunded,13.76,Germany,Rep_2
2025-08-20T01:11:24.887690Z,ORD_783448,CUST_2121,Lipstick,Beauty,2,203.06,406.12,0.0,Google Pay,Cancelled,19.3,Australia,Rep_2
2025-07-03T04:43:24.887690Z,ORD_549131,CUST_2660,Sofa,Books,1,418.32,418.32,30.38,Debit Card,Cancelled,21.6,United Kingdom,Rep_8
2025-07-24T00:26:24.887690Z,ORD_994442,CUST_3243,Basketball,Beauty,5,590.66,2953.3,0.0,Bank Transfer,Cancelled,21.53,India,Rep_12
2025-07-27T23:34:24.887690Z,ORD_808408,CUST_5689,Shampoo,Beauty,4,209.57,838.28,24.13,Bank Transfer,Delivered,7.88,Japan,Rep_18
2025-08-05T14:56:24.887690Z,ORD_857762,CUST_8805,Cookbook,Books,5,335.4,1677.0,0.0,PayPal,Shipped,19.99,Japan,Rep_11
2025-09-15T19:30:24.887690Z,ORD_502120,CUST_5453,Tires,Automotive,2,134.22,268.44,0.0,PayPal,Delivered,10.59,Japan,Rep_16
2025-09-11T22:45:24.887690Z,ORD_803251,CUST_4064,Car Parts,Clothing,3,507.21,1521.63,0.0,PayPal,Delivered,6.51,Canada,Rep_4
2025-07-30T09:27:24.887690Z,ORD_692208,CUST_5709,Tires,Electronics,3,268.36,805.08,0.0,Credit Card,Shipped,21.56,Australia,Rep_18
2025-07-09T11:17:24.887690Z,ORD_565913,CUST_7719,Tires,Sports,2,860.56,1721.12,0.0,Debit Card,Refunded,10.99,Australia,Rep_16
2025-07-19T17:42:24.887690Z,ORD_866659,CUST_8764,Jeans,Sports,5,997.95,4989.75,30.07,Debit Card,Processing,15.89,Japan,Rep_6
2025-08-20T23:58:24.887690Z,ORD_920175,CUST_1677,Laptop,Beauty,1,231.07,231.07,0.0,Bank Transfer,Completed,16.45,Germany,Rep_12
2025-08-11T12:50:24.887690Z,ORD_666832,CUST_5837,Cookbook,Home & Garden,3,473.33,1419.99,4.19,Google Pay,Refunded,13.02,Germany,Rep_13
2025-07-29T17:53:24.887690Z,ORD_606923,CUST_3227,T-Shirt,Electronics,1,217.65,217.65,28.83,Credit Card,Completed,20.0,Japan,Rep_3
2025-07-13T21:08:24.887690Z,ORD_793821,CUST_2850,Sofa,Sports,2,588.3,1176.6,0.0,Apple Pay,Cancelled,15.4,Canada,Rep_2
2025-09-10T07:39:24.887690Z,ORD_702372,CUST_9463,Jeans,Clothing,5,78.07,390.35,24.55,Bank Transfer,Refunded,8.92,Australia,Rep_15
2025-09-13T11:53:24.887690Z,ORD_748965,CUST_7141,Basketball,Home & Garden,4,145.41,581.64,1.86,Credit Card,Processing,18.34,Australia,Rep_1
2025-06-30T21:37:24.887690Z,ORD_210387,CUST_7655,Lipstick,Automotive,4,817.53,3270.12,0.0,Debit Card,Refunded,11.77,Australia,Rep_19
2025-07-24T06:26:24.887690Z,ORD_582183,CUST_6467,Jeans,Beauty,4,908.99,3635.96,0.0,PayPal,Cancelled,6.15,France,Rep_6
2025-08-22T04:57:24.887690Z,ORD_702980,CUST_4516,Laptop,Sports,3,506.05,1518.15,0.0,Apple Pay,Processing,8.64,Germany,Rep_2
2025-09-08T11:48:24.887690Z,ORD_294103,CUST_7932,Laptop,Sports,5,694.04,3470.2,38.35,Debit Card,Refunded,23.2,Canada,Rep_10
2025-08-05T22:26:24.887690Z,ORD_606253,CUST_6529,Smartphone,Home & Garden,2,238.36,476.72,0.0,PayPal,Refunded,5.99,Canada,Rep_2
2025-06-29T21:17:24.887690Z,ORD_778957,CUST_3059,Smartphone,Beauty,3,965.45,2896.35,0.0,Apple Pay,Refunded,15.52,Australia,Rep_2
2025-09-06T03:02:24.887690Z,ORD_334899,CUST_4547,Cookbook,Beauty,3,218.6,655.8,0.0,PayPal,Refunded,23.88,Germany,Rep_4
2025-08-06T02:02:24.887690Z,ORD_461993,CUST_6400,Plant,Electronics,3,976.59,2929.77,0.0,Debit Card,Shipped,7.77,Japan,Rep_6
2025-07-06T21:46:24.887690Z,ORD_657604,CUST_6904,Plant,Beauty,2,698.57,1397.14,0.0,Bank Transfer,Refunded,19.93,Canada,Rep_8
2025-07-26T18:03:24.887690Z,ORD_577972,CUST_4854,Sofa,Sports,2,602.85,1205.7,23.58,Bank Transfer,Shipped,16.37,France,Rep_17
2025-08-06T07:37:24.887690Z,ORD_713894,CUST_4962,Cookbook,Sports,5,656.19,3280.95,0.0,Google Pay,Completed,15.54,United States,Rep_9
2025-09-21T03:56:24.887690Z,ORD_265562,CUST_5114,Sofa,Clothing,2,187.08,374.16,13.57,Apple Pay,Processing,5.43,Germany,Rep_3
